step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,1.02917,"{""ntp"": 1.0151190757751465, ""jepa_pooled"": 0.01405281014740467}",0.00391,0.16206,16.28,1.00e-03,263703
400,0.50635,"{""ntp"": 0.4905107319355011, ""jepa_pooled"": 0.015842387452721596}",0.03125,0.46640,22.23,9.94e-04,270072
600,0.28265,"{""ntp"": 0.2626746892929077, ""jepa_pooled"": 0.019977284595370293}",0.16406,0.50198,27.41,9.76e-04,272612
800,0.23283,"{""ntp"": 0.21210499107837677, ""jepa_pooled"": 0.02072083204984665}",0.24219,0.51383,33.95,9.46e-04,273533
1000,0.16008,"{""ntp"": 0.1375345140695572, ""jepa_pooled"": 0.022549107670783997}",0.25000,0.47036,35.36,9.05e-04,273009
1200,0.14774,"{""ntp"": 0.12608855962753296, ""jepa_pooled"": 0.02165515162050724}",0.26562,0.51383,37.94,8.55e-04,273129
1400,0.14511,"{""ntp"": 0.12254104018211365, ""jepa_pooled"": 0.022565068677067757}",0.37500,0.56917,38.95,7.96e-04,273411
1600,0.12308,"{""ntp"": 0.10311954468488693, ""jepa_pooled"": 0.019964639097452164}",0.41406,0.60079,40.47,7.31e-04,273496
1800,0.11563,"{""ntp"": 0.09516444802284241, ""jepa_pooled"": 0.020464207977056503}",0.42578,0.59684,39.18,6.60e-04,273678
2000,0.10716,"{""ntp"": 0.08853331953287125, ""jepa_pooled"": 0.018625864759087563}",0.48438,0.63241,39.83,5.87e-04,273619
2200,0.10257,"{""ntp"": 0.08417204767465591, ""jepa_pooled"": 0.018395744264125824}",0.53906,0.68379,40.19,5.13e-04,273661
2400,0.09018,"{""ntp"": 0.07111112028360367, ""jepa_pooled"": 0.019064368680119514}",0.52734,0.69565,40.94,4.40e-04,273634
2600,0.08565,"{""ntp"": 0.06951143592596054, ""jepa_pooled"": 0.016133980825543404}",0.50781,0.64427,39.28,3.69e-04,273827
2800,0.08625,"{""ntp"": 0.06952934712171555, ""jepa_pooled"": 0.016719875857234}",0.55469,0.67589,40.14,3.04e-04,273878
3000,0.08679,"{""ntp"": 0.07005442678928375, ""jepa_pooled"": 0.01674043945968151}",0.62109,0.73518,40.59,2.45e-04,274814
3200,0.07578,"{""ntp"": 0.05985945090651512, ""jepa_pooled"": 0.015920521691441536}",0.62500,0.73123,40.40,1.95e-04,275868
3400,0.07384,"{""ntp"": 0.057199813425540924, ""jepa_pooled"": 0.016637058928608894}",0.66797,0.74308,39.50,1.54e-04,276826
3600,0.07382,"{""ntp"": 0.05654741823673248, ""jepa_pooled"": 0.017274191603064537}",0.64453,0.74308,39.56,1.24e-04,277520
3800,0.07788,"{""ntp"": 0.060929231345653534, ""jepa_pooled"": 0.016947364434599876}",0.64062,0.72727,39.17,1.06e-04,278178
4000,0.07660,"{""ntp"": 0.058730755001306534, ""jepa_pooled"": 0.017866918817162514}",0.64453,0.73123,38.99,1.00e-04,278698
