step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,2.38740,"{""ntp"": 2.2192089557647705, ""jepa_pertoken"": 0.16818657517433167}",0.00000,0.03125,21.88,1.00e-03,202065
400,2.19707,"{""ntp"": 2.104436159133911, ""jepa_pertoken"": 0.09262973815202713}",0.00000,0.02344,27.40,9.94e-04,207436
600,2.10845,"{""ntp"": 2.0343573093414307, ""jepa_pertoken"": 0.07409172505140305}",0.00000,0.04688,32.61,9.76e-04,210728
800,2.07960,"{""ntp"": 2.005004405975342, ""jepa_pertoken"": 0.07459502667188644}",0.00000,0.06250,37.59,9.46e-04,212626
1000,2.04566,"{""ntp"": 1.977098822593689, ""jepa_pertoken"": 0.06855659186840057}",0.00000,0.05078,36.84,9.05e-04,213524
1200,2.00666,"{""ntp"": 1.941446304321289, ""jepa_pertoken"": 0.06521772593259811}",0.00000,0.05469,40.72,8.55e-04,214227
1400,2.00201,"{""ntp"": 1.9427708387374878, ""jepa_pertoken"": 0.05924025923013687}",0.00000,0.06641,39.10,7.96e-04,213427
1600,1.95343,"{""ntp"": 1.8950164318084717, ""jepa_pertoken"": 0.058414310216903687}",0.00000,0.06250,42.36,7.31e-04,212643
1800,1.94652,"{""ntp"": 1.8877017498016357, ""jepa_pertoken"": 0.05882237106561661}",0.00000,0.07812,40.92,6.60e-04,212114
2000,1.91128,"{""ntp"": 1.8503742218017578, ""jepa_pertoken"": 0.060905471444129944}",0.00000,0.05859,41.96,5.87e-04,211721
2200,1.92088,"{""ntp"": 1.8467763662338257, ""jepa_pertoken"": 0.07409905642271042}",0.00000,0.04688,43.40,5.13e-04,211520
2400,0.64788,"{""ntp"": 0.44951871037483215, ""jepa_pertoken"": 0.19835737347602844}",0.10156,0.10938,42.42,4.40e-04,211673
2600,0.53785,"{""ntp"": 0.37879568338394165, ""jepa_pertoken"": 0.15905284881591797}",0.16016,0.16016,43.81,3.69e-04,211374
2800,0.50877,"{""ntp"": 0.36140352487564087, ""jepa_pertoken"": 0.1473647952079773}",0.17969,0.17969,42.37,3.04e-04,212511
3000,0.46780,"{""ntp"": 0.3270409405231476, ""jepa_pertoken"": 0.14076347649097443}",0.17188,0.17188,39.20,2.45e-04,213076
3200,0.44468,"{""ntp"": 0.3178389370441437, ""jepa_pertoken"": 0.12683741748332977}",0.19531,0.19531,39.08,1.95e-04,213246
3400,0.42858,"{""ntp"": 0.3145875334739685, ""jepa_pertoken"": 0.11399361491203308}",0.14844,0.15234,36.13,1.54e-04,212947
3600,0.40702,"{""ntp"": 0.2969924509525299, ""jepa_pertoken"": 0.110024094581604}",0.17969,0.17969,36.46,1.24e-04,214689
3800,0.38229,"{""ntp"": 0.2767021358013153, ""jepa_pertoken"": 0.10559070855379105}",0.17578,0.17578,34.58,1.06e-04,214319
4000,0.40037,"{""ntp"": 0.29613304138183594, ""jepa_pertoken"": 0.10424156486988068}",0.16016,0.16016,33.25,1.00e-04,214006
