step,loss,loss_parts,path_acc,decision_acc,syn_cos_within,syn_cos_between,erank_last,lr,tok_per_s
200,2.35080,"{""ntp"": 2.313401222229004, ""jepa_pooled"": 0.03739691525697708}",0.00391,0.16142,0.71272,-0.01316,18.27,1.00e-03,201791
400,1.53069,"{""ntp"": 1.4933149814605713, ""jepa_pooled"": 0.03737885132431984}",0.23438,0.49606,0.85961,-0.01545,21.26,9.94e-04,207189
600,1.51831,"{""ntp"": 1.4540024995803833, ""jepa_pooled"": 0.0643027275800705}",0.29688,0.50787,0.90481,-0.01489,23.72,9.76e-04,209388
800,1.50851,"{""ntp"": 1.4368107318878174, ""jepa_pooled"": 0.07170088589191437}",0.33203,0.52756,0.93157,-0.01463,26.50,9.46e-04,210884
1000,1.47834,"{""ntp"": 1.413459300994873, ""jepa_pooled"": 0.0648757591843605}",0.35156,0.52756,0.94787,-0.01459,28.00,9.05e-04,211888
1200,1.47861,"{""ntp"": 1.414788842201233, ""jepa_pooled"": 0.06382574886083603}",0.38281,0.52756,0.95829,-0.01491,27.69,8.55e-04,212600
1400,1.46954,"{""ntp"": 1.4064172506332397, ""jepa_pooled"": 0.0631246492266655}",0.42578,0.55906,0.96514,-0.01502,28.34,7.96e-04,213123
1600,1.45363,"{""ntp"": 1.3875775337219238, ""jepa_pooled"": 0.0660533457994461}",0.37500,0.56299,0.96997,-0.01505,29.23,7.31e-04,213466
1800,1.45045,"{""ntp"": 1.3834092617034912, ""jepa_pooled"": 0.06704505532979965}",0.44141,0.56299,0.97351,-0.01499,29.39,6.60e-04,213353
2000,1.45233,"{""ntp"": 1.3840705156326294, ""jepa_pooled"": 0.0682588666677475}",0.48828,0.61811,0.97607,-0.01468,29.30,5.87e-04,214065
2200,1.45370,"{""ntp"": 1.3859059810638428, ""jepa_pooled"": 0.06779572367668152}",0.46484,0.56693,0.97826,-0.01445,29.54,5.13e-04,212878
2400,1.44224,"{""ntp"": 1.3746116161346436, ""jepa_pooled"": 0.06763284653425217}",0.53906,0.63386,0.97969,-0.01435,29.33,4.40e-04,211540
2600,1.44278,"{""ntp"": 1.3767350912094116, ""jepa_pooled"": 0.06604309380054474}",0.54688,0.65748,0.98077,-0.01416,29.88,3.69e-04,210447
2800,1.42209,"{""ntp"": 1.3556318283081055, ""jepa_pooled"": 0.06646129488945007}",0.59375,0.68504,0.98189,-0.01407,30.02,3.04e-04,209708
3000,1.42259,"{""ntp"": 1.3577067852020264, ""jepa_pooled"": 0.0648844763636589}",0.63672,0.72835,0.98267,-0.01412,30.21,2.45e-04,208825
3200,1.41497,"{""ntp"": 1.3508752584457397, ""jepa_pooled"": 0.06409937143325806}",0.61719,0.70866,0.98326,-0.01403,29.80,1.95e-04,208145
3400,1.41430,"{""ntp"": 1.3504284620285034, ""jepa_pooled"": 0.06387091428041458}",0.65625,0.72441,0.98366,-0.01394,29.85,1.54e-04,207579
3600,1.40884,"{""ntp"": 1.3454633951187134, ""jepa_pooled"": 0.06337691843509674}",0.59375,0.68898,0.98402,-0.01395,30.10,1.24e-04,206884
3800,1.41290,"{""ntp"": 1.3498872518539429, ""jepa_pooled"": 0.06301000714302063}",0.62109,0.71654,0.98430,-0.01390,30.13,1.06e-04,206567
4000,1.40797,"{""ntp"": 1.3455671072006226, ""jepa_pooled"": 0.062401168048381805}",0.60547,0.68110,0.98453,-0.01385,29.79,1.00e-04,206077
