step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,1.29846,"{""ntp"": 1.075488567352295, ""jepa_pertoken"": 0.22297261655330658}",0.00000,0.02767,26.39,1.00e-03,277731
400,0.40771,"{""ntp"": 0.228989377617836, ""jepa_pertoken"": 0.1787203550338745}",0.19531,0.47826,34.12,9.94e-04,289660
600,0.31794,"{""ntp"": 0.1533045917749405, ""jepa_pertoken"": 0.1646391898393631}",0.26172,0.51779,36.59,9.76e-04,293326
800,0.30536,"{""ntp"": 0.14386263489723206, ""jepa_pertoken"": 0.16150185465812683}",0.30469,0.56917,36.56,9.46e-04,295146
1000,0.27667,"{""ntp"": 0.11793074756860733, ""jepa_pertoken"": 0.15873576700687408}",0.37500,0.54941,36.11,9.05e-04,296620
1200,0.24264,"{""ntp"": 0.0930151715874672, ""jepa_pertoken"": 0.1496264934539795}",0.39453,0.52174,38.54,8.55e-04,297271
1400,0.24626,"{""ntp"": 0.09740997850894928, ""jepa_pertoken"": 0.14885002374649048}",0.41797,0.55336,41.53,7.96e-04,298161
1600,0.23389,"{""ntp"": 0.09017574787139893, ""jepa_pertoken"": 0.14371201395988464}",0.46875,0.62451,42.64,7.31e-04,298422
1800,0.22886,"{""ntp"": 0.08620546013116837, ""jepa_pertoken"": 0.14265334606170654}",0.46484,0.62846,43.13,6.60e-04,298696
2000,0.21050,"{""ntp"": 0.07229427248239517, ""jepa_pertoken"": 0.13820363581180573}",0.55469,0.72727,45.31,5.87e-04,298934
2200,0.20870,"{""ntp"": 0.07012160867452621, ""jepa_pertoken"": 0.13857625424861908}",0.57812,0.72332,45.69,5.13e-04,299265
2400,0.19728,"{""ntp"": 0.06169326603412628, ""jepa_pertoken"": 0.13558776676654816}",0.59375,0.71146,46.97,4.40e-04,299417
2600,0.20171,"{""ntp"": 0.06524696946144104, ""jepa_pertoken"": 0.136460542678833}",0.59375,0.71146,46.89,3.69e-04,299544
2800,0.20042,"{""ntp"": 0.06491322815418243, ""jepa_pertoken"": 0.13550493121147156}",0.67188,0.77470,47.22,3.04e-04,300432
3000,0.19456,"{""ntp"": 0.05925043299794197, ""jepa_pertoken"": 0.13531199097633362}",0.69922,0.77470,46.54,2.45e-04,300445
3200,0.18766,"{""ntp"": 0.05234726518392563, ""jepa_pertoken"": 0.1353149712085724}",0.64844,0.71542,45.50,1.95e-04,300437
3400,0.18875,"{""ntp"": 0.05424756929278374, ""jepa_pertoken"": 0.13450177013874054}",0.66797,0.73913,45.19,1.54e-04,300419
3600,0.19145,"{""ntp"": 0.056435227394104004, ""jepa_pertoken"": 0.1350174993276596}",0.67578,0.76680,45.34,1.24e-04,300400
3800,0.18986,"{""ntp"": 0.05406467244029045, ""jepa_pertoken"": 0.1357927918434143}",0.64844,0.72332,44.79,1.06e-04,300398
4000,0.19001,"{""ntp"": 0.055787499994039536, ""jepa_pertoken"": 0.13422025740146637}",0.66797,0.73518,44.19,1.00e-04,302066
