step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,1.01201,"{""ntp"": 0.9612029194831848, ""jepa_pooled"": 0.050810568034648895}",0.00781,0.30588,17.57,1.00e-03,316327
400,0.44559,"{""ntp"": 0.40061458945274353, ""jepa_pooled"": 0.04497748985886574}",0.07031,0.43922,26.68,9.94e-04,322375
600,0.24842,"{""ntp"": 0.1726813018321991, ""jepa_pooled"": 0.07573404908180237}",0.26172,0.49804,33.63,9.76e-04,323660
800,0.21079,"{""ntp"": 0.14961262047290802, ""jepa_pooled"": 0.06117492541670799}",0.33984,0.53333,35.60,9.46e-04,325914
1000,0.18409,"{""ntp"": 0.1306505650281906, ""jepa_pooled"": 0.053443387150764465}",0.33984,0.51765,33.86,9.05e-04,325793
1200,0.17045,"{""ntp"": 0.12513978779315948, ""jepa_pooled"": 0.045311447232961655}",0.39062,0.55686,32.84,8.55e-04,330832
1400,0.16012,"{""ntp"": 0.09526586532592773, ""jepa_pooled"": 0.06485819071531296}",0.36328,0.54118,35.36,7.96e-04,330370
1600,0.15160,"{""ntp"": 0.10334502160549164, ""jepa_pooled"": 0.048258595168590546}",0.39062,0.54510,31.23,7.31e-04,329867
1800,0.17706,"{""ntp"": 0.10305190086364746, ""jepa_pooled"": 0.0740070566534996}",0.42969,0.57647,32.84,6.60e-04,329570
2000,0.13571,"{""ntp"": 0.08709945529699326, ""jepa_pooled"": 0.04860866069793701}",0.43750,0.59216,32.36,5.87e-04,329328
2200,0.13232,"{""ntp"": 0.08954699337482452, ""jepa_pooled"": 0.04277638718485832}",0.48438,0.60784,34.14,5.13e-04,328865
2400,0.11744,"{""ntp"": 0.07435911893844604, ""jepa_pooled"": 0.04308453947305679}",0.55469,0.65882,31.43,4.40e-04,328865
2600,0.10983,"{""ntp"": 0.06377081573009491, ""jepa_pooled"": 0.04606116935610771}",0.52734,0.64314,34.56,3.69e-04,328730
2800,0.12676,"{""ntp"": 0.07478844374418259, ""jepa_pooled"": 0.051970891654491425}",0.50781,0.65098,31.45,3.04e-04,328456
3000,0.10292,"{""ntp"": 0.06791172921657562, ""jepa_pooled"": 0.03501104563474655}",0.60547,0.71765,31.62,2.45e-04,328365
3200,0.09790,"{""ntp"": 0.0612642876803875, ""jepa_pooled"": 0.036635588854551315}",0.55469,0.67059,34.18,1.95e-04,328287
3400,0.09917,"{""ntp"": 0.0620524100959301, ""jepa_pooled"": 0.03712231293320656}",0.62500,0.71765,36.04,1.54e-04,328294
3600,0.08742,"{""ntp"": 0.04775836691260338, ""jepa_pooled"": 0.03966115415096283}",0.59766,0.69804,39.15,1.24e-04,327813
3800,0.09509,"{""ntp"": 0.05880308151245117, ""jepa_pooled"": 0.036287546157836914}",0.67578,0.73333,38.73,1.06e-04,327697
4000,0.08342,"{""ntp"": 0.04719558358192444, ""jepa_pooled"": 0.0362260639667511}",0.65234,0.72549,37.17,1.00e-04,327925
