step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,0.80532,"{""ntp"": 0.799875020980835, ""jepa_pooled"": 0.005441282410174608}",0.00781,0.27273,21.84,1.00e-03,271535
400,0.22977,"{""ntp"": 0.22411330044269562, ""jepa_pooled"": 0.005655741319060326}",0.23438,0.53755,27.58,9.94e-04,282688
600,0.15300,"{""ntp"": 0.142710343003273, ""jepa_pooled"": 0.01028700452297926}",0.29297,0.49012,30.55,9.76e-04,286389
800,0.15792,"{""ntp"": 0.13415704667568207, ""jepa_pooled"": 0.02376534603536129}",0.33594,0.53360,31.61,9.46e-04,288809
1000,0.18051,"{""ntp"": 0.12908807396888733, ""jepa_pooled"": 0.05142213776707649}",0.37500,0.59289,33.26,9.05e-04,290139
1200,0.19957,"{""ntp"": 0.10044163465499878, ""jepa_pooled"": 0.0991271510720253}",0.42969,0.60474,35.43,8.55e-04,290936
1400,0.26711,"{""ntp"": 0.09639021754264832, ""jepa_pooled"": 0.17072021961212158}",0.41016,0.54545,38.02,7.96e-04,291543
1600,0.36019,"{""ntp"": 0.09938764572143555, ""jepa_pooled"": 0.26080262660980225}",0.45703,0.58498,39.99,7.31e-04,292085
1800,0.44024,"{""ntp"": 0.07741283625364304, ""jepa_pooled"": 0.3628285825252533}",0.49219,0.58498,42.95,6.60e-04,295130
2000,0.53879,"{""ntp"": 0.07054872065782547, ""jepa_pooled"": 0.4682390093803406}",0.50000,0.59684,44.94,5.87e-04,299777
2200,0.64403,"{""ntp"": 0.07191125303506851, ""jepa_pooled"": 0.5721217393875122}",0.52734,0.61265,47.18,5.13e-04,303681
2400,0.73846,"{""ntp"": 0.07415121048688889, ""jepa_pooled"": 0.6643122434616089}",0.57031,0.67589,49.09,4.40e-04,307009
2600,0.81197,"{""ntp"": 0.06059510260820389, ""jepa_pooled"": 0.7513783574104309}",0.56641,0.64822,49.95,3.69e-04,309143
2800,0.88844,"{""ntp"": 0.06611253321170807, ""jepa_pooled"": 0.8223260641098022}",0.66797,0.70751,51.31,3.04e-04,308037
3000,0.95135,"{""ntp"": 0.06068798899650574, ""jepa_pooled"": 0.8906644582748413}",0.60547,0.68379,51.53,2.45e-04,307146
3200,1.01213,"{""ntp"": 0.06274649500846863, ""jepa_pooled"": 0.9493834972381592}",0.64062,0.71937,51.76,1.95e-04,306386
3400,1.04912,"{""ntp"": 0.0540192648768425, ""jepa_pooled"": 0.9950987100601196}",0.62500,0.70751,50.71,1.54e-04,305724
3600,1.08825,"{""ntp"": 0.05226917564868927, ""jepa_pooled"": 1.0359770059585571}",0.62109,0.69170,51.65,1.24e-04,305148
3800,1.12845,"{""ntp"": 0.057370275259017944, ""jepa_pooled"": 1.0710760354995728}",0.63281,0.68775,51.91,1.06e-04,304620
4000,1.15416,"{""ntp"": 0.052247632294893265, ""jepa_pooled"": 1.1019132137298584}",0.64062,0.69565,51.96,1.00e-04,304161
