step,loss,loss_parts,embed_acc,perm_valid,edge_f1,erank_last,lr,tok_per_s
400,0.90856,"{""ntp"": 0.9085606336593628}",0.00000,0.28906,0.13464,3.41,1.00e-03,201139
800,0.66016,"{""ntp"": 0.6601583361625671}",0.00000,0.95703,0.14621,6.14,1.00e-03,205699
1200,0.62001,"{""ntp"": 0.6200066208839417}",0.00000,0.91797,0.19530,6.98,1.00e-03,208216
1600,0.25186,"{""ntp"": 0.2518593668937683}",0.01953,0.35156,0.73243,8.87,1.00e-03,208714
2000,0.23259,"{""ntp"": 0.23258501291275024}",0.02344,0.30078,0.76374,8.63,1.00e-03,209172
2400,0.24369,"{""ntp"": 0.24368737637996674}",0.02344,0.21094,0.77411,7.81,1.00e-03,209911
2800,0.24578,"{""ntp"": 0.24578189849853516}",0.01562,0.19922,0.77509,7.59,1.00e-03,213207
3200,0.22855,"{""ntp"": 0.22854545712471008}",0.02734,0.20312,0.76120,7.94,1.00e-03,213371
3600,0.22471,"{""ntp"": 0.22471238672733307}",0.00781,0.15625,0.77532,8.35,1.00e-03,214200
4000,0.22487,"{""ntp"": 0.22487424314022064}",0.00391,0.13281,0.76638,7.67,1.00e-03,216937
4400,0.22472,"{""ntp"": 0.22471514344215393}",0.02344,0.17188,0.78223,7.67,1.00e-03,219072
4800,0.21584,"{""ntp"": 0.21584095060825348}",0.03516,0.17188,0.79452,7.21,1.00e-03,220852
5200,0.22277,"{""ntp"": 0.22277484834194183}",0.01953,0.11328,0.77594,7.42,1.00e-03,221052
5600,0.23100,"{""ntp"": 0.23099669814109802}",0.03906,0.12109,0.77373,7.63,1.00e-03,220237
6000,0.20939,"{""ntp"": 0.20938850939273834}",0.03125,0.17188,0.79227,7.64,1.00e-03,219615
6400,0.21942,"{""ntp"": 0.21942245960235596}",0.05859,0.17969,0.80427,7.47,1.00e-03,219064
6800,0.21097,"{""ntp"": 0.21097248792648315}",0.01562,0.14453,0.78384,7.14,1.00e-03,218497
7200,0.19851,"{""ntp"": 0.1985088288784027}",0.03516,0.15234,0.79920,7.39,1.00e-03,218437
7600,0.20336,"{""ntp"": 0.20335574448108673}",0.05078,0.16797,0.80463,7.22,1.00e-03,219357
8000,0.20602,"{""ntp"": 0.20602494478225708}",0.04297,0.14453,0.79636,7.10,1.00e-03,218683
8400,0.20814,"{""ntp"": 0.20813888311386108}",0.03125,0.12109,0.79269,6.48,1.00e-03,218277
8800,0.20406,"{""ntp"": 0.20405691862106323}",0.05078,0.16406,0.80008,6.87,1.00e-03,217902
9200,0.20291,"{""ntp"": 0.2029082477092743}",0.03516,0.13281,0.79541,6.66,1.00e-03,217604
9600,0.20167,"{""ntp"": 0.20166899263858795}",0.06250,0.15234,0.78862,7.07,1.00e-03,217434
10000,0.20631,"{""ntp"": 0.2063099890947342}",0.04688,0.13672,0.79894,6.66,1.00e-03,217244
10400,0.20194,"{""ntp"": 0.20193862915039062}",0.05859,0.16797,0.80531,6.53,1.00e-03,217076
10800,0.19656,"{""ntp"": 0.1965574324131012}",0.02734,0.14844,0.77769,6.28,1.00e-03,216811
11200,0.20205,"{""ntp"": 0.202049121260643}",0.05469,0.19922,0.80657,6.60,1.00e-03,216729
11600,0.19638,"{""ntp"": 0.1963837742805481}",0.02734,0.19141,0.80327,6.41,1.00e-03,216575
12000,0.20473,"{""ntp"": 0.20472519099712372}",0.05859,0.18359,0.80879,6.15,1.00e-03,216427
12400,0.19848,"{""ntp"": 0.19847925007343292}",0.05859,0.17188,0.79277,6.41,1.00e-03,216296
12800,0.19707,"{""ntp"": 0.19706904888153076}",0.04297,0.12109,0.79452,6.16,1.00e-03,216164
13200,0.19763,"{""ntp"": 0.1976274698972702}",0.05078,0.17969,0.80306,5.90,1.00e-03,216008
