step,loss,loss_parts,embed_acc,perm_valid,edge_f1,erank_last,lr,tok_per_s
13600,0.19711,"{""ntp"": 0.1971055269241333}",0.05859,0.16016,0.80955,6.15,1.00e-03,215849
14000,0.19483,"{""ntp"": 0.1948256939649582}",0.05469,0.16406,0.79748,6.07,1.00e-03,215716
14400,0.19339,"{""ntp"": 0.1933896243572235}",0.07812,0.17969,0.79872,6.07,1.00e-03,215585
14800,0.18707,"{""ntp"": 0.1870672106742859}",0.03516,0.15234,0.80999,6.29,1.00e-03,215539
15200,0.18892,"{""ntp"": 0.18891850113868713}",0.07812,0.19922,0.81330,6.11,1.00e-03,215445
15600,0.19783,"{""ntp"": 0.19783087074756622}",0.08594,0.20703,0.81926,5.95,1.00e-03,215365
16000,0.19011,"{""ntp"": 0.19011279940605164}",0.03906,0.17969,0.78966,5.83,1.00e-03,215253
16400,0.19320,"{""ntp"": 0.1931975930929184}",0.05859,0.19141,0.81802,6.09,1.00e-03,215376
16800,0.19124,"{""ntp"": 0.1912427693605423}",0.06641,0.23047,0.81009,5.81,1.00e-03,215244
17200,0.18963,"{""ntp"": 0.1896304339170456}",0.04688,0.18750,0.82107,5.95,1.00e-03,215159
17600,0.19038,"{""ntp"": 0.19037871062755585}",0.06641,0.18359,0.81089,5.80,1.00e-03,215078
18000,0.18939,"{""ntp"": 0.18939371407032013}",0.05469,0.18750,0.79208,6.00,1.00e-03,214979
18400,0.19065,"{""ntp"": 0.19064964354038239}",0.06250,0.22266,0.82186,5.99,1.00e-03,215231
18800,0.18761,"{""ntp"": 0.1876138299703598}",0.06641,0.17188,0.81441,5.82,1.00e-03,215749
19200,0.19552,"{""ntp"": 0.19552494585514069}",0.03516,0.14844,0.77996,5.85,1.00e-03,216293
19600,0.19001,"{""ntp"": 0.19000555574893951}",0.06250,0.18750,0.80573,5.59,1.00e-03,216777
20000,0.19017,"{""ntp"": 0.19017238914966583}",0.07422,0.23047,0.82012,5.74,1.00e-03,217234
20400,0.18952,"{""ntp"": 0.18952058255672455}",0.07422,0.20703,0.81316,5.61,1.00e-03,217676
20800,0.19189,"{""ntp"": 0.19188719987869263}",0.10156,0.19922,0.80857,5.59,1.00e-03,218106
21200,0.18663,"{""ntp"": 0.18662695586681366}",0.05078,0.21875,0.81789,5.68,1.00e-03,218561
21600,0.18684,"{""ntp"": 0.1868380308151245}",0.04297,0.14844,0.78828,5.47,1.00e-03,218560
22000,0.18997,"{""ntp"": 0.18996864557266235}",0.06250,0.18750,0.80308,5.78,1.00e-03,218411
22400,0.19019,"{""ntp"": 0.19018732011318207}",0.04297,0.17578,0.80133,5.62,1.00e-03,218349
22800,0.19032,"{""ntp"": 0.19032207131385803}",0.05469,0.13672,0.77891,5.44,1.00e-03,218218
23200,0.18841,"{""ntp"": 0.1884060651063919}",0.05078,0.13672,0.78003,5.42,1.00e-03,218069
23600,0.19402,"{""ntp"": 0.1940244883298874}",0.06641,0.17969,0.78446,5.58,1.00e-03,217934
24000,0.18695,"{""ntp"": 0.18694639205932617}",0.06250,0.17969,0.80962,5.43,1.00e-03,217770
24400,0.18422,"{""ntp"": 0.18422339856624603}",0.01562,0.10156,0.77514,5.57,1.00e-03,217664
24800,0.18423,"{""ntp"": 0.184227854013443}",0.07422,0.25391,0.82755,5.60,1.00e-03,217555
25200,0.18401,"{""ntp"": 0.18400974571704865}",0.09766,0.21875,0.83079,5.14,1.00e-03,217456
25600,0.18330,"{""ntp"": 0.1832975447177887}",0.07422,0.19141,0.81004,5.27,1.00e-03,217357
26000,0.18483,"{""ntp"": 0.18482521176338196}",0.05469,0.19531,0.80054,5.58,1.00e-03,217242
26400,0.18508,"{""ntp"": 0.1850806623697281}",0.05078,0.20312,0.82355,5.33,1.00e-03,217124
26800,0.18093,"{""ntp"": 0.1809314787387848}",0.06250,0.18359,0.79953,5.42,1.00e-03,217037
27200,0.18779,"{""ntp"": 0.18779276311397552}",0.03906,0.13672,0.79314,5.37,1.00e-03,216946
27600,0.18158,"{""ntp"": 0.18157896399497986}",0.04688,0.15234,0.80331,5.68,1.00e-03,216861
28000,0.18335,"{""ntp"": 0.18334609270095825}",0.03906,0.15625,0.77859,5.13,1.00e-03,216764
28400,0.18119,"{""ntp"": 0.1811901479959488}",0.05859,0.17578,0.79877,5.68,1.00e-03,216697
28800,0.17903,"{""ntp"": 0.1790265142917633}",0.07812,0.21875,0.82540,5.44,1.00e-03,216598
29200,0.17805,"{""ntp"": 0.17805011570453644}",0.06250,0.16406,0.79251,5.27,1.00e-03,216505
29600,0.18188,"{""ntp"": 0.1818811595439911}",0.04297,0.11328,0.77873,5.49,1.00e-03,216537
30000,0.18023,"{""ntp"": 0.1802266240119934}",0.05469,0.14844,0.81798,5.26,1.00e-03,216439
30400,0.18615,"{""ntp"": 0.18614590167999268}",0.06250,0.20312,0.80247,5.26,1.00e-03,216344
30800,0.17967,"{""ntp"": 0.17967107892036438}",0.07422,0.20312,0.81657,5.35,1.00e-03,216266
31200,0.18315,"{""ntp"": 0.18315435945987701}",0.08984,0.18359,0.83259,5.20,1.00e-03,216196
31600,0.17739,"{""ntp"": 0.1773947924375534}",0.10547,0.28125,0.83935,5.48,1.00e-03,216151
32000,0.17628,"{""ntp"": 0.17628231644630432}",0.10938,0.24219,0.82551,5.22,1.00e-03,216099
32400,0.17293,"{""ntp"": 0.17292949557304382}",0.12891,0.28516,0.84725,5.25,1.00e-03,216018
32800,0.17511,"{""ntp"": 0.1751110851764679}",0.10156,0.20703,0.81276,5.52,1.00e-03,215936
33200,0.16873,"{""ntp"": 0.1687329113483429}",0.09375,0.23438,0.81386,4.94,1.00e-03,215879
33600,0.16644,"{""ntp"": 0.1664382517337799}",0.23828,0.34766,0.86943,5.21,1.00e-03,215853
34000,0.16912,"{""ntp"": 0.16911914944648743}",0.15625,0.26562,0.84285,5.26,1.00e-03,215819
34400,0.16761,"{""ntp"": 0.16760773956775665}",0.15625,0.36719,0.85990,5.08,1.00e-03,215743
34800,0.17186,"{""ntp"": 0.17185832560062408}",0.14453,0.25781,0.84182,5.10,1.00e-03,215679
35200,0.16987,"{""ntp"": 0.1698717474937439}",0.16016,0.28906,0.84039,5.19,1.00e-03,215760
35600,0.16708,"{""ntp"": 0.1670788824558258}",0.14062,0.29297,0.83381,5.28,1.00e-03,216051
36000,0.16685,"{""ntp"": 0.16684609651565552}",0.17969,0.37109,0.85553,4.95,1.00e-03,216069
36400,0.16931,"{""ntp"": 0.16931171715259552}",0.19141,0.30078,0.81788,5.03,1.00e-03,215964
36800,0.16393,"{""ntp"": 0.16392773389816284}",0.25391,0.38672,0.87333,5.41,1.00e-03,215859
37200,0.16820,"{""ntp"": 0.1682010293006897}",0.12109,0.21875,0.80166,5.16,1.00e-03,215798
37600,0.16719,"{""ntp"": 0.1671939492225647}",0.17578,0.33203,0.86193,4.93,1.00e-03,215702
38000,0.16408,"{""ntp"": 0.1640768051147461}",0.16016,0.25000,0.81241,5.14,1.00e-03,215607
38400,0.17031,"{""ntp"": 0.17030969262123108}",0.21484,0.36719,0.85877,5.24,1.00e-03,215506
38800,0.16377,"{""ntp"": 0.1637692004442215}",0.14062,0.25391,0.80292,5.18,1.00e-03,215436
39200,0.15960,"{""ntp"": 0.1596033126115799}",0.17969,0.36328,0.86552,5.15,1.00e-03,215374
39600,0.16154,"{""ntp"": 0.16153518855571747}",0.14062,0.32031,0.83977,5.33,1.00e-03,215281
40000,0.15649,"{""ntp"": 0.15649089217185974}",0.15625,0.26562,0.81595,5.09,1.00e-03,215186
40400,0.15941,"{""ntp"": 0.15940527617931366}",0.19141,0.27344,0.80321,4.81,1.00e-03,215079
40800,0.15435,"{""ntp"": 0.1543520838022232}",0.26172,0.39453,0.84944,5.07,1.00e-03,215000
41200,0.16334,"{""ntp"": 0.1633412390947342}",0.20703,0.33984,0.84931,5.16,1.00e-03,214951
41600,0.16375,"{""ntp"": 0.16374613344669342}",0.25000,0.33203,0.84405,4.98,1.00e-03,214915
42000,0.15868,"{""ntp"": 0.15867972373962402}",0.22656,0.44141,0.87719,4.86,1.00e-03,214872
42400,0.15857,"{""ntp"": 0.15857180953025818}",0.16406,0.29297,0.84014,5.37,1.00e-03,214839
42800,0.15697,"{""ntp"": 0.15696924924850464}",0.26172,0.41016,0.87220,5.16,1.00e-03,214809
43200,0.15932,"{""ntp"": 0.1593218296766281}",0.23047,0.38281,0.86333,5.04,1.00e-03,214763
43600,0.15783,"{""ntp"": 0.15782682597637177}",0.23438,0.36328,0.84397,5.09,1.00e-03,214722
44000,0.15523,"{""ntp"": 0.15523101389408112}",0.19922,0.36328,0.85408,4.98,1.00e-03,214702
44400,0.15929,"{""ntp"": 0.15928511321544647}",0.21875,0.36328,0.86394,4.92,1.00e-03,214664
44800,0.15719,"{""ntp"": 0.15718774497509003}",0.25000,0.42188,0.87616,4.79,1.00e-03,214615
45200,0.15617,"{""ntp"": 0.1561696082353592}",0.24609,0.44922,0.87472,4.87,1.00e-03,214576
45600,0.15140,"{""ntp"": 0.15140199661254883}",0.21094,0.39844,0.85963,4.75,1.00e-03,214529
46000,0.16169,"{""ntp"": 0.1616884171962738}",0.29297,0.47266,0.88395,4.85,1.00e-03,214487
46400,0.15809,"{""ntp"": 0.15808698534965515}",0.22266,0.34766,0.84993,4.86,1.00e-03,214493
46800,0.15366,"{""ntp"": 0.1536635160446167}",0.22266,0.37500,0.85784,4.85,1.00e-03,214718
47200,0.15109,"{""ntp"": 0.1510891318321228}",0.25781,0.39844,0.85846,4.97,1.00e-03,214944
47600,0.15694,"{""ntp"": 0.15694156289100647}",0.21094,0.35547,0.85790,4.74,1.00e-03,215199
48000,0.15083,"{""ntp"": 0.15082848072052002}",0.25391,0.40234,0.86779,4.90,1.00e-03,215447
