step,loss,loss_parts,val_loss,val_ppl,erank_last,lr,tok_per_s
500,2.61148,"{""ntp"": 2.523385524749756, ""jepa_pooled"": 0.0880986899137497}",2.51524,12.36956,109.61,6.00e-04,179170
1000,2.07170,"{""ntp"": 2.0090384483337402, ""jepa_pooled"": 0.06266438961029053}",1.96606,7.14247,168.05,5.99e-04,179987
1500,1.79022,"{""ntp"": 1.7371530532836914, ""jepa_pooled"": 0.05306912958621979}",1.80163,6.05953,191.18,5.97e-04,180396
2000,1.78395,"{""ntp"": 1.7384097576141357, ""jepa_pooled"": 0.04554367437958717}",1.71347,5.54817,195.01,5.92e-04,180589
2500,1.71613,"{""ntp"": 1.6789907217025757, ""jepa_pooled"": 0.037142276763916016}",1.65611,5.23889,194.94,5.86e-04,180708
3000,1.64767,"{""ntp"": 1.6156115531921387, ""jepa_pooled"": 0.032062385231256485}",1.61624,5.03414,200.25,5.78e-04,180774
