step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,0.96378,"{""ntp"": 0.930747389793396, ""jepa_pooled"": 0.03302902355790138}",0.00000,0.32157,24.95,1.00e-03,276542
400,0.24504,"{""ntp"": 0.19127804040908813, ""jepa_pooled"": 0.05375729501247406}",0.23828,0.50588,37.90,9.94e-04,283742
600,0.22326,"{""ntp"": 0.14663708209991455, ""jepa_pooled"": 0.07662615925073624}",0.35156,0.57647,43.95,9.76e-04,287131
800,0.23953,"{""ntp"": 0.13970425724983215, ""jepa_pooled"": 0.0998285710811615}",0.32031,0.53725,44.20,9.46e-04,288908
1000,0.22972,"{""ntp"": 0.12067320942878723, ""jepa_pooled"": 0.1090424433350563}",0.33594,0.54118,44.84,9.05e-04,290065
1200,0.22272,"{""ntp"": 0.11199655383825302, ""jepa_pooled"": 0.11072342097759247}",0.40625,0.54118,47.23,8.55e-04,290868
1400,0.20694,"{""ntp"": 0.09836624562740326, ""jepa_pooled"": 0.10857589542865753}",0.46094,0.58824,48.61,7.96e-04,291438
1600,0.19427,"{""ntp"": 0.08851122111082077, ""jepa_pooled"": 0.10576361417770386}",0.45312,0.63137,48.29,7.31e-04,291485
1800,0.18925,"{""ntp"": 0.0840001106262207, ""jepa_pooled"": 0.1052456721663475}",0.47266,0.66275,51.76,6.60e-04,291875
2000,0.17816,"{""ntp"": 0.07691502571105957, ""jepa_pooled"": 0.1012498065829277}",0.53125,0.65882,54.21,5.87e-04,292174
2200,0.16853,"{""ntp"": 0.07149972766637802, ""jepa_pooled"": 0.09703129529953003}",0.56641,0.68627,54.70,5.13e-04,292382
2400,0.16154,"{""ntp"": 0.06808049231767654, ""jepa_pooled"": 0.09345711767673492}",0.60547,0.72157,54.74,4.40e-04,292572
2600,0.15114,"{""ntp"": 0.06049404293298721, ""jepa_pooled"": 0.09064743667840958}",0.56641,0.68235,54.65,3.69e-04,292730
2800,0.15328,"{""ntp"": 0.06631671637296677, ""jepa_pooled"": 0.08695980161428452}",0.57031,0.67451,55.67,3.04e-04,292858
3000,0.14886,"{""ntp"": 0.06495659053325653, ""jepa_pooled"": 0.08390136808156967}",0.61328,0.72157,56.21,2.45e-04,292982
3200,0.14459,"{""ntp"": 0.06231711432337761, ""jepa_pooled"": 0.08226867020130157}",0.54688,0.68235,55.19,1.95e-04,293083
3400,0.13447,"{""ntp"": 0.055054955184459686, ""jepa_pooled"": 0.07941439747810364}",0.62500,0.73333,54.88,1.54e-04,293122
3600,0.12149,"{""ntp"": 0.043451473116874695, ""jepa_pooled"": 0.07803460210561752}",0.62500,0.72941,55.18,1.24e-04,293190
3800,0.12920,"{""ntp"": 0.052358176559209824, ""jepa_pooled"": 0.07684216648340225}",0.63672,0.73333,55.56,1.06e-04,293254
4000,0.11955,"{""ntp"": 0.044103316962718964, ""jepa_pooled"": 0.07544780522584915}",0.65625,0.75686,53.97,1.00e-04,293333
