step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,0.90401,"{""ntp"": 0.8817365765571594, ""jepa_pooled"": 0.022269468754529953}",0.00000,0.31373,23.45,1.00e-03,261081
400,0.31547,"{""ntp"": 0.3011772930622101, ""jepa_pooled"": 0.014288838021457195}",0.12109,0.50980,34.21,9.94e-04,271982
600,0.17018,"{""ntp"": 0.1572599858045578, ""jepa_pooled"": 0.012921531684696674}",0.27344,0.49020,37.82,9.76e-04,275945
800,0.16543,"{""ntp"": 0.15346497297286987, ""jepa_pooled"": 0.011961798183619976}",0.31250,0.54902,38.58,9.46e-04,278023
1000,0.13230,"{""ntp"": 0.12039897590875626, ""jepa_pooled"": 0.011900801211595535}",0.37891,0.57647,37.93,9.05e-04,279312
1200,0.12403,"{""ntp"": 0.11324870586395264, ""jepa_pooled"": 0.010780621320009232}",0.42969,0.55686,35.37,8.55e-04,280202
1400,0.10175,"{""ntp"": 0.08997494727373123, ""jepa_pooled"": 0.01177980750799179}",0.41016,0.57647,35.54,7.96e-04,280853
1600,0.09566,"{""ntp"": 0.08629781007766724, ""jepa_pooled"": 0.009366539306938648}",0.46484,0.60000,35.23,7.31e-04,281369
1800,0.09561,"{""ntp"": 0.08479331433773041, ""jepa_pooled"": 0.010815299116075039}",0.39844,0.54118,34.89,6.60e-04,281751
2000,0.10109,"{""ntp"": 0.0915369912981987, ""jepa_pooled"": 0.009556836448609829}",0.46484,0.62745,34.85,5.87e-04,282047
2200,0.09120,"{""ntp"": 0.08231181651353836, ""jepa_pooled"": 0.008886188268661499}",0.54688,0.67451,32.65,5.13e-04,282282
2400,0.07863,"{""ntp"": 0.06914304941892624, ""jepa_pooled"": 0.009489734657108784}",0.54688,0.66667,32.04,4.40e-04,282479
2600,0.07791,"{""ntp"": 0.06914123892784119, ""jepa_pooled"": 0.008769159205257893}",0.49609,0.60784,33.43,3.69e-04,282598
2800,0.08168,"{""ntp"": 0.07323168963193893, ""jepa_pooled"": 0.00844478514045477}",0.58203,0.67843,33.90,3.04e-04,282725
3000,0.07217,"{""ntp"": 0.06420890986919403, ""jepa_pooled"": 0.007962350733578205}",0.61719,0.73725,32.37,2.45e-04,282854
3200,0.06676,"{""ntp"": 0.058334577828645706, ""jepa_pooled"": 0.008421248756349087}",0.58594,0.69804,33.95,1.95e-04,282928
3400,0.06326,"{""ntp"": 0.05574352666735649, ""jepa_pooled"": 0.007520577870309353}",0.65234,0.74118,32.76,1.54e-04,283762
3600,0.05756,"{""ntp"": 0.04968394711613655, ""jepa_pooled"": 0.00787588581442833}",0.67578,0.76471,32.73,1.24e-04,286216
3800,0.06492,"{""ntp"": 0.05802967771887779, ""jepa_pooled"": 0.0068951877765357494}",0.65234,0.73725,33.00,1.06e-04,286132
4000,0.05649,"{""ntp"": 0.04909537732601166, ""jepa_pooled"": 0.00739804795011878}",0.67188,0.77255,31.79,1.00e-04,286069
