step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,1.04445,"{""ntp"": 0.8616394996643066, ""jepa_pertoken"": 0.11723348498344421, ""jepa_pooled"": 0.06557825952768326}",0.00391,0.34510,25.34,1.00e-03,264052
400,0.32773,"{""ntp"": 0.19714604318141937, ""jepa_pertoken"": 0.0934549942612648, ""jepa_pooled"": 0.03712853789329529}",0.23047,0.50196,36.33,9.94e-04,275137
600,0.26724,"{""ntp"": 0.14670072495937347, ""jepa_pertoken"": 0.08828867226839066, ""jepa_pooled"": 0.03225031867623329}",0.30859,0.54902,38.35,9.76e-04,279602
800,0.25934,"{""ntp"": 0.1496182531118393, ""jepa_pertoken"": 0.0831814780831337, ""jepa_pooled"": 0.026541218161582947}",0.30078,0.51373,40.02,9.46e-04,283289
1000,0.24816,"{""ntp"": 0.13923363387584686, ""jepa_pertoken"": 0.0839005783200264, ""jepa_pooled"": 0.025024298578500748}",0.34766,0.52941,38.89,9.05e-04,283882
1200,0.22071,"{""ntp"": 0.11640538275241852, ""jepa_pertoken"": 0.08025509119033813, ""jepa_pooled"": 0.02404971234500408}",0.39062,0.52549,40.84,8.55e-04,292899
1400,0.20814,"{""ntp"": 0.10313428938388824, ""jepa_pertoken"": 0.07998235523700714, ""jepa_pooled"": 0.025026636198163033}",0.41016,0.56078,43.69,7.96e-04,300240
1600,0.19642,"{""ntp"": 0.09391838312149048, ""jepa_pertoken"": 0.0786060243844986, ""jepa_pooled"": 0.023893430829048157}",0.44141,0.58431,43.64,7.31e-04,305979
1800,0.18560,"{""ntp"": 0.0816703513264656, ""jepa_pertoken"": 0.07831548154354095, ""jepa_pooled"": 0.02561485581099987}",0.44531,0.58431,45.01,6.60e-04,310578
2000,0.18065,"{""ntp"": 0.08259093761444092, ""jepa_pertoken"": 0.07472856342792511, ""jepa_pooled"": 0.023328425362706184}",0.50000,0.62745,44.82,5.87e-04,314341
2200,0.17404,"{""ntp"": 0.07955068349838257, ""jepa_pertoken"": 0.07329215854406357, ""jepa_pooled"": 0.021198811009526253}",0.51562,0.68235,45.40,5.13e-04,314035
2400,0.16350,"{""ntp"": 0.06844125688076019, ""jepa_pertoken"": 0.07338343560695648, ""jepa_pooled"": 0.021673651412129402}",0.53906,0.67843,45.73,4.40e-04,311647
2600,0.15827,"{""ntp"": 0.0648307278752327, ""jepa_pertoken"": 0.07310176640748978, ""jepa_pooled"": 0.020333394408226013}",0.60156,0.70980,46.45,3.69e-04,310091
2800,0.15770,"{""ntp"": 0.06703242659568787, ""jepa_pertoken"": 0.0714053064584732, ""jepa_pooled"": 0.019258620217442513}",0.64062,0.72157,46.47,3.04e-04,309477
3000,0.15803,"{""ntp"": 0.06884302198886871, ""jepa_pertoken"": 0.07062476128339767, ""jepa_pooled"": 0.018558187410235405}",0.60547,0.72549,46.18,2.45e-04,308449
3200,0.15156,"{""ntp"": 0.06216705963015556, ""jepa_pertoken"": 0.07072930037975311, ""jepa_pooled"": 0.018662920221686363}",0.55859,0.67843,45.64,1.95e-04,306950
3400,0.14337,"{""ntp"": 0.0572916641831398, ""jepa_pertoken"": 0.06887855380773544, ""jepa_pooled"": 0.01720351167023182}",0.69922,0.78431,45.38,1.54e-04,305970
3600,0.13173,"{""ntp"": 0.044882822781801224, ""jepa_pertoken"": 0.06970678269863129, ""jepa_pooled"": 0.01713576540350914}",0.64453,0.72941,44.96,1.24e-04,305152
3800,0.14065,"{""ntp"": 0.054867397993803024, ""jepa_pertoken"": 0.06918284296989441, ""jepa_pooled"": 0.01659890078008175}",0.69531,0.78039,45.77,1.06e-04,304653
4000,0.13304,"{""ntp"": 0.046431783586740494, ""jepa_pertoken"": 0.06963305175304413, ""jepa_pooled"": 0.016970498487353325}",0.67578,0.76471,45.15,1.00e-04,304070
