step,loss,loss_parts,embed_acc,perm_valid,edge_f1,erank_last,lr,tok_per_s
400,1.38447,"{""ntp"": 0.8719720244407654, ""mtp"": 0.5125021934509277}",0.00000,0.84766,0.15990,12.22,1.00e-03,160045
800,1.08707,"{""ntp"": 0.6594952940940857, ""mtp"": 0.4275742173194885}",0.00000,1.00000,0.14565,22.93,1.00e-03,163489
1200,0.64790,"{""ntp"": 0.24872270226478577, ""mtp"": 0.39918187260627747}",0.00781,0.38281,0.70872,26.55,1.00e-03,173099
1600,0.45975,"{""ntp"": 0.2086489349603653, ""mtp"": 0.2511019706726074}",0.05078,0.44141,0.79716,31.72,1.00e-03,177858
2000,0.43497,"{""ntp"": 0.20373758673667908, ""mtp"": 0.23123662173748016}",0.05078,0.44531,0.82847,31.75,1.00e-03,181650
2400,0.39271,"{""ntp"": 0.18592241406440735, ""mtp"": 0.20678573846817017}",0.05078,0.42969,0.83454,28.19,1.00e-03,184512
2800,0.39192,"{""ntp"": 0.18579666316509247, ""mtp"": 0.2061198204755783}",0.04297,0.39062,0.80479,28.46,1.00e-03,184526
3200,0.38469,"{""ntp"": 0.18098387122154236, ""mtp"": 0.2037096619606018}",0.10547,0.46484,0.83569,22.53,1.00e-03,181924
3600,0.37746,"{""ntp"": 0.17878171801567078, ""mtp"": 0.19867751002311707}",0.04688,0.42578,0.83676,21.51,1.00e-03,179797
4000,0.36662,"{""ntp"": 0.1695299595594406, ""mtp"": 0.1970948725938797}",0.10156,0.44531,0.85340,8.38,1.00e-03,178284
4400,0.36444,"{""ntp"": 0.1730578988790512, ""mtp"": 0.1913788765668869}",0.08594,0.46484,0.84656,7.77,1.00e-03,177492
4800,0.34496,"{""ntp"": 0.16174471378326416, ""mtp"": 0.18321926891803741}",0.11328,0.51953,0.85630,9.12,1.00e-03,178632
5200,0.34022,"{""ntp"": 0.15840359032154083, ""mtp"": 0.1818132996559143}",0.12891,0.57422,0.85959,6.05,1.00e-03,179635
5600,0.33193,"{""ntp"": 0.15141335129737854, ""mtp"": 0.1805177628993988}",0.28906,0.69922,0.89985,5.65,1.00e-03,178448
6000,0.33122,"{""ntp"": 0.1519673615694046, ""mtp"": 0.17925211787223816}",0.32031,0.70703,0.90748,4.76,1.00e-03,177456
6400,0.32669,"{""ntp"": 0.14885880053043365, ""mtp"": 0.17783482372760773}",0.35938,0.76953,0.91490,4.44,1.00e-03,176616
6800,0.32903,"{""ntp"": 0.15043801069259644, ""mtp"": 0.17859427630901337}",0.30469,0.69531,0.90627,6.01,1.00e-03,176878
7200,0.31462,"{""ntp"": 0.14315758645534515, ""mtp"": 0.17146064341068268}",0.37891,0.74219,0.91747,4.04,1.00e-03,176238
7600,0.31522,"{""ntp"": 0.14292816817760468, ""mtp"": 0.1722957193851471}",0.33984,0.71094,0.90749,4.68,1.00e-03,175578
8000,0.31259,"{""ntp"": 0.1401202380657196, ""mtp"": 0.17246757447719574}",0.36719,0.77344,0.92044,5.17,1.00e-03,175012
8400,0.31131,"{""ntp"": 0.1399594247341156, ""mtp"": 0.17135079205036163}",0.45312,0.79688,0.93052,6.83,1.00e-03,174497
8800,0.31381,"{""ntp"": 0.13993418216705322, ""mtp"": 0.17387820780277252}",0.44531,0.73047,0.92454,4.80,1.00e-03,174274
9200,0.30505,"{""ntp"": 0.13536319136619568, ""mtp"": 0.16968782246112823}",0.44922,0.80469,0.92887,5.10,1.00e-03,174234
9600,0.30379,"{""ntp"": 0.1354765146970749, ""mtp"": 0.16831816732883453}",0.54297,0.80469,0.94032,3.96,1.00e-03,175136
10000,0.30335,"{""ntp"": 0.1365712583065033, ""mtp"": 0.16678205132484436}",0.56641,0.87500,0.94823,5.03,1.00e-03,175167
10400,0.30557,"{""ntp"": 0.1383100152015686, ""mtp"": 0.16725939512252808}",0.43750,0.74219,0.92359,4.53,1.00e-03,176066
