step,loss,loss_parts,embed_acc,perm_valid,edge_f1,erank_last,lr,tok_per_s
10800,0.30360,"{""ntp"": 0.1376163512468338, ""mtp"": 0.1659858673810959}",0.53906,0.80859,0.94316,4.44,1.00e-03,176963
11200,0.30105,"{""ntp"": 0.13431043922901154, ""mtp"": 0.1667371243238449}",0.58984,0.85547,0.95175,4.39,1.00e-03,177794
11600,0.29442,"{""ntp"": 0.1316060870885849, ""mtp"": 0.16281135380268097}",0.58203,0.87109,0.94955,4.98,1.00e-03,178181
12000,0.29595,"{""ntp"": 0.1328280121088028, ""mtp"": 0.1631225198507309}",0.56250,0.82812,0.94890,5.17,1.00e-03,178503
12400,0.29271,"{""ntp"": 0.131816565990448, ""mtp"": 0.1608888804912567}",0.57812,0.82422,0.94768,4.95,1.00e-03,178500
12800,0.29055,"{""ntp"": 0.1308041214942932, ""mtp"": 0.15974873304367065}",0.62109,0.83203,0.94680,5.23,1.00e-03,178027
13200,0.29634,"{""ntp"": 0.1351313441991806, ""mtp"": 0.16121335327625275}",0.60938,0.86719,0.95428,5.26,1.00e-03,177580
13600,0.28922,"{""ntp"": 0.12899330258369446, ""mtp"": 0.16022706031799316}",0.61328,0.90625,0.95746,4.49,1.00e-03,177171
14000,0.29441,"{""ntp"": 0.13367871940135956, ""mtp"": 0.16073571145534515}",0.64453,0.86328,0.95567,4.23,1.00e-03,176848
14400,0.28932,"{""ntp"": 0.1309984177350998, ""mtp"": 0.15832392871379852}",0.66016,0.87109,0.95967,4.50,1.00e-03,176524
14800,0.29139,"{""ntp"": 0.13270005583763123, ""mtp"": 0.15868550539016724}",0.69922,0.91406,0.96414,4.18,1.00e-03,176183
15200,0.28462,"{""ntp"": 0.1267339289188385, ""mtp"": 0.1578814536333084}",0.64453,0.87109,0.95362,3.96,1.00e-03,175831
15600,0.28789,"{""ntp"": 0.13019417226314545, ""mtp"": 0.1576969474554062}",0.62891,0.87109,0.95164,4.32,1.00e-03,175556
16000,0.28139,"{""ntp"": 0.1266939491033554, ""mtp"": 0.15470090508460999}",0.68359,0.90234,0.96426,4.01,1.00e-03,175230
16400,0.28670,"{""ntp"": 0.12996655702590942, ""mtp"": 0.15673473477363586}",0.71094,0.91406,0.96794,3.48,1.00e-03,174976
16800,0.28054,"{""ntp"": 0.12656261026859283, ""mtp"": 0.15397992730140686}",0.71875,0.87891,0.96220,3.77,1.00e-03,174814
17200,0.28093,"{""ntp"": 0.12597247958183289, ""mtp"": 0.15496115386486053}",0.63281,0.86328,0.95900,3.76,1.00e-03,174641
17600,0.28027,"{""ntp"": 0.12521368265151978, ""mtp"": 0.15505258738994598}",0.73438,0.89453,0.96870,4.53,1.00e-03,174977
18000,0.27829,"{""ntp"": 0.1239328607916832, ""mtp"": 0.15435373783111572}",0.70312,0.89062,0.96268,3.97,1.00e-03,174872
18400,0.28083,"{""ntp"": 0.1274118572473526, ""mtp"": 0.15341469645500183}",0.73047,0.91406,0.96811,3.64,1.00e-03,175465
18800,0.27788,"{""ntp"": 0.1236492246389389, ""mtp"": 0.15423248708248138}",0.75391,0.89453,0.96822,3.93,1.00e-03,175928
19200,0.28683,"{""ntp"": 0.13153700530529022, ""mtp"": 0.15529149770736694}",0.73047,0.91797,0.96402,3.44,1.00e-03,176309
19600,0.27053,"{""ntp"": 0.12310749292373657, ""mtp"": 0.14742019772529602}",0.75000,0.88281,0.97121,3.79,1.00e-03,176667
20000,0.27572,"{""ntp"": 0.12652340531349182, ""mtp"": 0.1491982787847519}",0.72266,0.90625,0.96880,3.40,1.00e-03,176770
20400,0.27274,"{""ntp"": 0.12087198346853256, ""mtp"": 0.1518668532371521}",0.76172,0.89844,0.96820,3.60,1.00e-03,176523
20800,0.28095,"{""ntp"": 0.12710082530975342, ""mtp"": 0.15384894609451294}",0.69141,0.89062,0.96210,3.49,1.00e-03,176300
21200,0.27542,"{""ntp"": 0.1252240687608719, ""mtp"": 0.15019622445106506}",0.72266,0.89062,0.96341,3.40,1.00e-03,176074
21600,0.27383,"{""ntp"": 0.12630587816238403, ""mtp"": 0.14752088487148285}",0.78125,0.90625,0.97200,3.47,1.00e-03,175860
22000,0.27652,"{""ntp"": 0.12561839818954468, ""mtp"": 0.1509038209915161}",0.71484,0.87500,0.96217,3.23,1.00e-03,175662
22400,0.26937,"{""ntp"": 0.12070857733488083, ""mtp"": 0.14865894615650177}",0.77734,0.91797,0.97388,3.58,1.00e-03,175468
22800,0.26654,"{""ntp"": 0.12012419104576111, ""mtp"": 0.14641903340816498}",0.82031,0.92188,0.97835,3.35,1.00e-03,175284
23200,0.27773,"{""ntp"": 0.12619644403457642, ""mtp"": 0.15153181552886963}",0.79297,0.92188,0.97770,3.08,1.00e-03,175101
23600,0.27315,"{""ntp"": 0.12338776886463165, ""mtp"": 0.149766206741333}",0.83594,0.91016,0.97649,3.15,1.00e-03,174921
24000,0.27036,"{""ntp"": 0.12103115767240524, ""mtp"": 0.1493259072303772}",0.78516,0.91016,0.97358,3.06,1.00e-03,174758
24400,0.26324,"{""ntp"": 0.11853750050067902, ""mtp"": 0.14470414817333221}",0.78125,0.92188,0.97173,3.20,1.00e-03,174592
24800,0.27095,"{""ntp"": 0.12287957966327667, ""mtp"": 0.14807313680648804}",0.75781,0.90234,0.97225,3.12,1.00e-03,174454
25200,0.27015,"{""ntp"": 0.12106981128454208, ""mtp"": 0.14908263087272644}",0.78125,0.91406,0.97362,2.80,1.00e-03,174423
25600,0.27303,"{""ntp"": 0.12243103235960007, ""mtp"": 0.1505957692861557}",0.75391,0.89844,0.96882,3.15,1.00e-03,174268
26000,0.27475,"{""ntp"": 0.12481669336557388, ""mtp"": 0.14993569254875183}",0.75000,0.91406,0.96951,3.27,1.00e-03,174112
26400,0.26923,"{""ntp"": 0.12125988304615021, ""mtp"": 0.14796674251556396}",0.77344,0.88672,0.96827,3.25,1.00e-03,173979
26800,0.26678,"{""ntp"": 0.12057033181190491, ""mtp"": 0.14621253311634064}",0.75391,0.88672,0.96553,3.23,1.00e-03,173839
27200,0.26445,"{""ntp"": 0.11882562935352325, ""mtp"": 0.14562076330184937}",0.76562,0.89062,0.96669,2.97,1.00e-03,173703
27600,0.27010,"{""ntp"": 0.1221187487244606, ""mtp"": 0.14798419177532196}",0.77344,0.89062,0.97048,2.87,1.00e-03,173576
28000,0.26890,"{""ntp"": 0.12011991441249847, ""mtp"": 0.14877963066101074}",0.71875,0.85938,0.95902,2.83,1.00e-03,173534
28400,0.27275,"{""ntp"": 0.12474588304758072, ""mtp"": 0.14799948036670685}",0.78125,0.92578,0.96968,3.38,1.00e-03,173841
28800,0.27068,"{""ntp"": 0.1217726543545723, ""mtp"": 0.14890389144420624}",0.80078,0.93359,0.97446,2.85,1.00e-03,174143
29200,0.26844,"{""ntp"": 0.12080937623977661, ""mtp"": 0.147634819149971}",0.78516,0.92188,0.96963,2.92,1.00e-03,174451
29600,0.26808,"{""ntp"": 0.11935413628816605, ""mtp"": 0.1487230807542801}",0.83984,0.89453,0.98050,2.77,1.00e-03,174699
30000,0.26860,"{""ntp"": 0.12195287644863129, ""mtp"": 0.14664368331432343}",0.72656,0.89844,0.96123,2.90,1.00e-03,174598
30400,0.26984,"{""ntp"": 0.12190164625644684, ""mtp"": 0.1479402333498001}",0.78906,0.91406,0.97171,2.93,1.00e-03,174641
30800,0.26644,"{""ntp"": 0.11923734843730927, ""mtp"": 0.14720061421394348}",0.78516,0.91406,0.97473,2.95,1.00e-03,174436
31200,0.26322,"{""ntp"": 0.11536581069231033, ""mtp"": 0.14785654842853546}",0.83594,0.93359,0.98034,2.86,1.00e-03,174311
31600,0.27255,"{""ntp"": 0.12415178120136261, ""mtp"": 0.14839990437030792}",0.81641,0.92188,0.97468,2.83,1.00e-03,174125
32000,0.26631,"{""ntp"": 0.11997734755277634, ""mtp"": 0.14632928371429443}",0.80078,0.92969,0.97335,2.67,1.00e-03,173996
32400,0.26108,"{""ntp"": 0.11711408942937851, ""mtp"": 0.14396259188652039}",0.80859,0.90625,0.97303,2.83,1.00e-03,174038
32800,0.26276,"{""ntp"": 0.11934331804513931, ""mtp"": 0.14341774582862854}",0.76562,0.89062,0.97039,2.91,1.00e-03,173940
33200,0.26848,"{""ntp"": 0.12414001673460007, ""mtp"": 0.14434103667736053}",0.87500,0.93750,0.98346,2.73,1.00e-03,173832
33600,0.27230,"{""ntp"": 0.12462477385997772, ""mtp"": 0.1476747989654541}",0.79688,0.93750,0.97356,2.72,1.00e-03,173730
34000,0.26005,"{""ntp"": 0.11624912917613983, ""mtp"": 0.14380142092704773}",0.79297,0.90625,0.97052,2.64,1.00e-03,173634
34400,0.26492,"{""ntp"": 0.11959106475114822, ""mtp"": 0.14533264935016632}",0.76562,0.88281,0.96787,2.67,1.00e-03,173546
34800,0.26128,"{""ntp"": 0.11827673763036728, ""mtp"": 0.14300020039081573}",0.82422,0.93750,0.97799,2.83,1.00e-03,173450
35200,0.26142,"{""ntp"": 0.1184552013874054, ""mtp"": 0.14296503365039825}",0.84375,0.92969,0.97833,2.67,1.00e-03,173593
35600,0.26773,"{""ntp"": 0.1211479976773262, ""mtp"": 0.14658008515834808}",0.81641,0.91797,0.97701,2.68,1.00e-03,173824
36000,0.26810,"{""ntp"": 0.12389732152223587, ""mtp"": 0.14420340955257416}",0.82812,0.93359,0.97877,2.60,1.00e-03,174075
36400,0.26454,"{""ntp"": 0.11741957068443298, ""mtp"": 0.1471165269613266}",0.88281,0.93750,0.98480,2.70,1.00e-03,174292
36800,0.25734,"{""ntp"": 0.11618945002555847, ""mtp"": 0.14114773273468018}",0.84766,0.93359,0.97654,2.63,1.00e-03,174232
37200,0.26712,"{""ntp"": 0.12225589901208878, ""mtp"": 0.14486519992351532}",0.78125,0.91406,0.97020,2.68,1.00e-03,174085
37600,0.26245,"{""ntp"": 0.11868064850568771, ""mtp"": 0.14377093315124512}",0.77734,0.88672,0.96733,2.85,1.00e-03,174045
38000,0.25856,"{""ntp"": 0.1158423200249672, ""mtp"": 0.14271563291549683}",0.81641,0.91797,0.97215,2.63,1.00e-03,174012
38400,0.26272,"{""ntp"": 0.11879068613052368, ""mtp"": 0.1439279168844223}",0.80078,0.92578,0.97189,2.60,1.00e-03,173952
38800,0.26799,"{""ntp"": 0.12190426141023636, ""mtp"": 0.14608943462371826}",0.80859,0.90234,0.97467,2.62,1.00e-03,173853
39200,0.26265,"{""ntp"": 0.11864511668682098, ""mtp"": 0.14400754868984222}",0.82812,0.91016,0.97496,2.60,1.00e-03,173835
39600,0.26355,"{""ntp"": 0.1195649728178978, ""mtp"": 0.14398127794265747}",0.77344,0.90234,0.96549,2.40,1.00e-03,173659
40000,0.25837,"{""ntp"": 0.11575037240982056, ""mtp"": 0.14262425899505615}",0.85938,0.92578,0.97959,2.59,1.00e-03,173826
40400,0.25871,"{""ntp"": 0.11607738584280014, ""mtp"": 0.14263740181922913}",0.78516,0.91016,0.97275,2.52,1.00e-03,173925
40800,0.26243,"{""ntp"": 0.11927753686904907, ""mtp"": 0.1431567668914795}",0.88281,0.94141,0.98287,2.43,1.00e-03,173879
41200,0.25833,"{""ntp"": 0.11689556390047073, ""mtp"": 0.1414308398962021}",0.87500,0.94531,0.97982,2.50,1.00e-03,173799
41600,0.25893,"{""ntp"": 0.11603256314992905, ""mtp"": 0.14289253950119019}",0.86328,0.93750,0.98002,2.48,1.00e-03,173757
42000,0.26429,"{""ntp"": 0.11782804131507874, ""mtp"": 0.1464659422636032}",0.79688,0.90234,0.96998,2.41,1.00e-03,173632
42400,0.26007,"{""ntp"": 0.11798763275146484, ""mtp"": 0.14208216965198517}",0.82812,0.92188,0.97448,2.56,1.00e-03,173577
42800,0.25978,"{""ntp"": 0.11733098328113556, ""mtp"": 0.1424478143453598}",0.84375,0.93359,0.97839,2.30,1.00e-03,173501
43200,0.26257,"{""ntp"": 0.11822438985109329, ""mtp"": 0.14434878528118134}",0.84766,0.92578,0.97942,2.42,1.00e-03,173304
43600,0.25410,"{""ntp"": 0.11679133772850037, ""mtp"": 0.1373099386692047}",0.81250,0.91797,0.97632,2.50,1.00e-03,173127
44000,0.25864,"{""ntp"": 0.11665237694978714, ""mtp"": 0.14198987185955048}",0.80859,0.91016,0.97154,2.27,1.00e-03,173102
44400,0.25843,"{""ntp"": 0.1159282848238945, ""mtp"": 0.1424991637468338}",0.83594,0.93750,0.97727,2.43,1.00e-03,173102
44800,0.25294,"{""ntp"": 0.1137474924325943, ""mtp"": 0.13918954133987427}",0.80859,0.91016,0.97043,2.33,1.00e-03,173097
45200,0.26046,"{""ntp"": 0.11782154440879822, ""mtp"": 0.14264006912708282}",0.82422,0.94531,0.97862,2.22,1.00e-03,173027
45600,0.26210,"{""ntp"": 0.11930721253156662, ""mtp"": 0.14279291033744812}",0.84375,0.92188,0.97755,2.29,1.00e-03,172995
46000,0.25530,"{""ntp"": 0.11508134007453918, ""mtp"": 0.14021533727645874}",0.84375,0.93359,0.97843,2.49,1.00e-03,172929
46400,0.26311,"{""ntp"": 0.11909675598144531, ""mtp"": 0.14401492476463318}",0.84375,0.94922,0.97937,2.27,1.00e-03,172889
46800,0.25913,"{""ntp"": 0.11629796028137207, ""mtp"": 0.14283692836761475}",0.82812,0.91797,0.97773,2.40,1.00e-03,173046
47200,0.26330,"{""ntp"": 0.1190120205283165, ""mtp"": 0.14428408443927765}",0.87109,0.95312,0.98448,2.36,1.00e-03,173171
47600,0.25238,"{""ntp"": 0.11331255733966827, ""mtp"": 0.13907083868980408}",0.79297,0.90234,0.97118,2.16,1.00e-03,173150
48000,0.26202,"{""ntp"": 0.11809822171926498, ""mtp"": 0.14392153918743134}",0.89453,0.96094,0.98439,2.35,1.00e-03,173090
