step,loss,loss_parts,embed_acc,perm_valid,edge_f1,erank_last,lr,tok_per_s
22800,0.13815,"{""ntp"": 0.1381494402885437}",0.58984,0.72266,0.94847,4.90,1.00e-03,211550
23200,0.13624,"{""ntp"": 0.13623937964439392}",0.52344,0.65625,0.93237,4.85,1.00e-03,211568
23600,0.13367,"{""ntp"": 0.1336715668439865}",0.58594,0.69141,0.95430,4.49,1.00e-03,211556
24000,0.13501,"{""ntp"": 0.13500525057315826}",0.64062,0.76562,0.95805,4.46,1.00e-03,211530
24400,0.13337,"{""ntp"": 0.1333741843700409}",0.55469,0.67188,0.93093,4.64,1.00e-03,211506
24800,0.13524,"{""ntp"": 0.13523606956005096}",0.60938,0.72656,0.95839,4.58,1.00e-03,211460
25200,0.13536,"{""ntp"": 0.13536135852336884}",0.53516,0.71094,0.93756,4.30,1.00e-03,211430
25600,0.14181,"{""ntp"": 0.14181292057037354}",0.62500,0.75781,0.96178,4.69,1.00e-03,211416
26000,0.13011,"{""ntp"": 0.1301068663597107}",0.62891,0.75000,0.96488,4.56,1.00e-03,211411
26400,0.13553,"{""ntp"": 0.13553430140018463}",0.54688,0.66406,0.92975,4.42,1.00e-03,211411
26800,0.13104,"{""ntp"": 0.13103650510311127}",0.56250,0.71875,0.93795,4.65,1.00e-03,211388
27200,0.13270,"{""ntp"": 0.1326974630355835}",0.59375,0.73828,0.95041,4.77,1.00e-03,211365
27600,0.13454,"{""ntp"": 0.13454073667526245}",0.62500,0.70703,0.94892,4.75,1.00e-03,211382
28000,0.12791,"{""ntp"": 0.12791115045547485}",0.67578,0.78516,0.96195,4.49,1.00e-03,211422
28400,0.13292,"{""ntp"": 0.13292013108730316}",0.57812,0.68750,0.93790,4.53,1.00e-03,211423
28800,0.13003,"{""ntp"": 0.13002613186836243}",0.62109,0.75781,0.95862,4.80,1.00e-03,211406
29200,0.13310,"{""ntp"": 0.13309602439403534}",0.70312,0.80469,0.96862,4.67,1.00e-03,211419
29600,0.13422,"{""ntp"": 0.13421516120433807}",0.65234,0.75781,0.95195,4.80,1.00e-03,211405
30000,0.13318,"{""ntp"": 0.13318002223968506}",0.72266,0.80859,0.96963,4.66,1.00e-03,211386
30400,0.13193,"{""ntp"": 0.13192947208881378}",0.64844,0.76172,0.96309,4.67,1.00e-03,211371
30800,0.12924,"{""ntp"": 0.12924471497535706}",0.62500,0.75000,0.95243,4.64,1.00e-03,211346
31200,0.13129,"{""ntp"": 0.13128827512264252}",0.65234,0.76953,0.94943,4.66,1.00e-03,211325
31600,0.13403,"{""ntp"": 0.13402678072452545}",0.67578,0.79297,0.96472,4.58,1.00e-03,211319
32000,0.13033,"{""ntp"": 0.1303320676088333}",0.62891,0.73828,0.95243,4.73,1.00e-03,211313
32400,0.12819,"{""ntp"": 0.12818504869937897}",0.67578,0.77734,0.96689,4.37,1.00e-03,211338
32800,0.13033,"{""ntp"": 0.13033238053321838}",0.71875,0.79297,0.97261,4.65,1.00e-03,211345
33200,0.13256,"{""ntp"": 0.13256020843982697}",0.63672,0.77344,0.96439,4.57,1.00e-03,211327
33600,0.13144,"{""ntp"": 0.13143950700759888}",0.70703,0.80078,0.97016,4.59,1.00e-03,211317
34000,0.12933,"{""ntp"": 0.1293255239725113}",0.64062,0.77344,0.95636,4.61,1.00e-03,211330
34400,0.13087,"{""ntp"": 0.1308661848306656}",0.64844,0.73047,0.95524,4.17,1.00e-03,211347
34800,0.13318,"{""ntp"": 0.13317535817623138}",0.71875,0.78516,0.97073,4.61,1.00e-03,211369
35200,0.12936,"{""ntp"": 0.12935803830623627}",0.66406,0.76172,0.95980,4.56,1.00e-03,211351
35600,0.13214,"{""ntp"": 0.13214071094989777}",0.67969,0.79297,0.96811,4.44,1.00e-03,211337
36000,0.13182,"{""ntp"": 0.13182294368743896}",0.70703,0.79688,0.97026,4.74,1.00e-03,211587
36400,0.13252,"{""ntp"": 0.1325227916240692}",0.67188,0.76562,0.95708,4.47,1.00e-03,211899
36800,0.13378,"{""ntp"": 0.13377822935581207}",0.65625,0.74609,0.95820,4.31,1.00e-03,212084
37200,0.12729,"{""ntp"": 0.12728554010391235}",0.69531,0.79688,0.96420,4.54,1.00e-03,212415
37600,0.12615,"{""ntp"": 0.12615157663822174}",0.67969,0.78125,0.95908,4.62,1.00e-03,212699
38000,0.12785,"{""ntp"": 0.1278473436832428}",0.74219,0.84766,0.97384,4.72,1.00e-03,212926
38400,0.12829,"{""ntp"": 0.12829391658306122}",0.73438,0.85938,0.97142,4.57,1.00e-03,213213
38800,0.13137,"{""ntp"": 0.13137441873550415}",0.63672,0.78125,0.95772,4.50,1.00e-03,213491
39200,0.12877,"{""ntp"": 0.12877334654331207}",0.69531,0.80469,0.97034,4.50,1.00e-03,213759
39600,0.13069,"{""ntp"": 0.13068759441375732}",0.67578,0.76172,0.95842,4.43,1.00e-03,214025
40000,0.13417,"{""ntp"": 0.13416892290115356}",0.69141,0.80859,0.96569,4.39,1.00e-03,214306
40400,0.12916,"{""ntp"": 0.12915503978729248}",0.68750,0.76953,0.96128,4.70,1.00e-03,214495
40800,0.12476,"{""ntp"": 0.12475528568029404}",0.63281,0.75781,0.95288,4.45,1.00e-03,214744
41200,0.13505,"{""ntp"": 0.1350546032190323}",0.70703,0.82812,0.96707,4.59,1.00e-03,214983
41600,0.12268,"{""ntp"": 0.122679203748703}",0.75000,0.82031,0.97424,4.55,1.00e-03,215221
42000,0.13174,"{""ntp"": 0.13174042105674744}",0.73438,0.82422,0.96757,4.40,1.00e-03,215468
42400,0.12733,"{""ntp"": 0.12732626497745514}",0.71094,0.79688,0.96009,4.56,1.00e-03,215707
42800,0.13129,"{""ntp"": 0.13128896057605743}",0.75391,0.83203,0.97101,4.47,1.00e-03,215658
43200,0.12547,"{""ntp"": 0.12546543776988983}",0.70312,0.82031,0.97005,4.34,1.00e-03,215614
43600,0.12763,"{""ntp"": 0.1276310682296753}",0.69141,0.78906,0.96082,4.76,1.00e-03,215565
44000,0.12972,"{""ntp"": 0.12972360849380493}",0.71094,0.80078,0.96992,4.67,1.00e-03,215529
44400,0.12616,"{""ntp"": 0.12615768611431122}",0.68750,0.80078,0.96259,4.35,1.00e-03,215491
44800,0.12864,"{""ntp"": 0.1286448985338211}",0.72656,0.82031,0.97318,4.63,1.00e-03,215446
45200,0.12674,"{""ntp"": 0.12673582136631012}",0.62109,0.70312,0.94971,4.73,1.00e-03,215401
45600,0.12703,"{""ntp"": 0.12703090906143188}",0.68359,0.79688,0.96249,4.49,1.00e-03,215379
46000,0.13130,"{""ntp"": 0.13130302727222443}",0.66797,0.79688,0.96483,4.81,1.00e-03,215338
46400,0.12907,"{""ntp"": 0.1290660798549652}",0.66797,0.78125,0.96232,4.37,1.00e-03,215510
46800,0.12747,"{""ntp"": 0.12747114896774292}",0.69922,0.79297,0.96030,4.58,1.00e-03,215464
47200,0.12313,"{""ntp"": 0.12313470989465714}",0.65234,0.74609,0.95180,4.18,1.00e-03,215406
47600,0.12421,"{""ntp"": 0.12420899420976639}",0.73047,0.82422,0.97192,4.33,1.00e-03,215356
48000,0.12601,"{""ntp"": 0.1260056346654892}",0.62891,0.74609,0.95288,4.69,1.00e-03,215312
