step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,0.85764,"{""ntp"": 0.7901485562324524, ""jepa_pertoken"": 0.06749627739191055}",0.00000,0.32941,22.29,1.00e-03,204615
400,0.30784,"{""ntp"": 0.17883500456809998, ""jepa_pertoken"": 0.12900030612945557}",0.25000,0.48627,33.88,9.94e-04,210007
600,0.30349,"{""ntp"": 0.1380448341369629, ""jepa_pertoken"": 0.16544051468372345}",0.32031,0.55686,36.48,9.76e-04,211855
800,0.32327,"{""ntp"": 0.1412731111049652, ""jepa_pertoken"": 0.18200169503688812}",0.35547,0.58039,36.65,9.46e-04,212835
1000,0.30275,"{""ntp"": 0.10958357900381088, ""jepa_pertoken"": 0.19316354393959045}",0.33203,0.48235,38.80,9.05e-04,213396
1200,0.31302,"{""ntp"": 0.11642584204673767, ""jepa_pertoken"": 0.19659289717674255}",0.42969,0.54510,37.45,8.55e-04,213786
1400,0.28088,"{""ntp"": 0.09210195392370224, ""jepa_pertoken"": 0.1887797713279724}",0.38672,0.52549,39.39,7.96e-04,214048
1600,0.26674,"{""ntp"": 0.09144672006368637, ""jepa_pertoken"": 0.17529791593551636}",0.40625,0.58431,39.29,7.31e-04,214263
1800,0.25512,"{""ntp"": 0.0860757827758789, ""jepa_pertoken"": 0.16904856264591217}",0.44141,0.57255,39.05,6.60e-04,214412
2000,0.24813,"{""ntp"": 0.08529312908649445, ""jepa_pertoken"": 0.16283367574214935}",0.46484,0.57255,39.51,5.87e-04,214562
2200,0.24077,"{""ntp"": 0.081315778195858, ""jepa_pertoken"": 0.15945608913898468}",0.51172,0.65098,39.91,5.13e-04,214681
2400,0.23020,"{""ntp"": 0.07271969318389893, ""jepa_pertoken"": 0.1574792116880417}",0.49219,0.64706,39.79,4.40e-04,214778
2600,0.22576,"{""ntp"": 0.07017463445663452, ""jepa_pertoken"": 0.15558040142059326}",0.53906,0.63529,40.75,3.69e-04,214846
2800,0.22900,"{""ntp"": 0.07546225190162659, ""jepa_pertoken"": 0.15353485941886902}",0.51562,0.67451,41.57,3.04e-04,214923
3000,0.22326,"{""ntp"": 0.0701119676232338, ""jepa_pertoken"": 0.1531500518321991}",0.60547,0.72941,40.86,2.45e-04,214967
3200,0.21364,"{""ntp"": 0.06039924919605255, ""jepa_pertoken"": 0.15324144065380096}",0.60156,0.72941,40.59,1.95e-04,214995
3400,0.21046,"{""ntp"": 0.05964251607656479, ""jepa_pertoken"": 0.15081912279129028}",0.65234,0.74118,40.15,1.54e-04,215068
3600,0.20005,"{""ntp"": 0.04883568733930588, ""jepa_pertoken"": 0.1512121558189392}",0.65625,0.75686,40.92,1.24e-04,215136
3800,0.20682,"{""ntp"": 0.057178959250450134, ""jepa_pertoken"": 0.14964407682418823}",0.62500,0.71373,40.91,1.06e-04,215155
4000,0.20408,"{""ntp"": 0.054948028177022934, ""jepa_pertoken"": 0.14913536608219147}",0.67578,0.74902,40.07,1.00e-04,215184
