step,loss,loss_parts,embed_acc,perm_valid,edge_f1,erank_last,lr,tok_per_s
200,1.84743,"{""ntp"": 1.209547519683838, ""mtp"": 0.6378790140151978}",0.00000,0.00000,0.04962,3.86,1.00e-03,246459
400,1.79627,"{""ntp"": 1.1843582391738892, ""mtp"": 0.611912727355957}",0.00000,0.00000,0.06203,4.29,9.94e-04,253544
600,1.67702,"{""ntp"": 1.0878067016601562, ""mtp"": 0.5892164707183838}",0.00000,0.00000,0.07540,7.60,9.76e-04,256019
800,1.57401,"{""ntp"": 1.0185352563858032, ""mtp"": 0.5554779171943665}",0.00000,0.00781,0.07431,12.35,9.46e-04,257479
1000,1.35698,"{""ntp"": 0.8650435209274292, ""mtp"": 0.49193695187568665}",0.00000,0.05469,0.09050,20.66,9.05e-04,258458
1200,1.29639,"{""ntp"": 0.8262006044387817, ""mtp"": 0.47019103169441223}",0.00000,0.25391,0.09491,21.23,8.55e-04,260027
1400,1.23681,"{""ntp"": 0.7748756408691406, ""mtp"": 0.4619308114051819}",0.00000,0.92578,0.09393,26.21,7.96e-04,262082
1600,1.20883,"{""ntp"": 0.7560254335403442, ""mtp"": 0.4528062641620636}",0.00000,0.96094,0.10078,28.36,7.31e-04,266806
1800,0.73984,"{""ntp"": 0.28050217032432556, ""mtp"": 0.4593352675437927}",0.00391,0.08594,0.67287,36.76,6.60e-04,268581
2000,0.64668,"{""ntp"": 0.25085893273353577, ""mtp"": 0.3958212435245514}",0.00000,0.01953,0.67914,40.01,5.87e-04,272909
2200,0.55509,"{""ntp"": 0.24302077293395996, ""mtp"": 0.3120645582675934}",0.00781,0.05078,0.69625,40.54,5.13e-04,275171
2400,0.50481,"{""ntp"": 0.22354507446289062, ""mtp"": 0.28126585483551025}",0.00000,0.02344,0.73736,43.03,4.40e-04,278502
2600,0.45952,"{""ntp"": 0.20554682612419128, ""mtp"": 0.2539736032485962}",0.00000,0.04297,0.71802,41.89,3.69e-04,281345
2800,0.44878,"{""ntp"": 0.20630322396755219, ""mtp"": 0.24248042702674866}",0.00000,0.01562,0.71804,42.10,3.04e-04,283805
3000,0.44745,"{""ntp"": 0.20491497218608856, ""mtp"": 0.24253158271312714}",0.00000,0.03516,0.73048,40.63,2.45e-04,286074
3200,0.43377,"{""ntp"": 0.19859816133975983, ""mtp"": 0.2351703941822052}",0.00000,0.05469,0.78297,40.17,1.95e-04,288079
3400,0.43751,"{""ntp"": 0.2008521407842636, ""mtp"": 0.23666055500507355}",0.00000,0.06641,0.75259,36.68,1.54e-04,289828
3600,0.41933,"{""ntp"": 0.19438974559307098, ""mtp"": 0.22494299709796906}",0.00000,0.04688,0.74761,37.05,1.24e-04,291463
3800,0.41896,"{""ntp"": 0.19286634027957916, ""mtp"": 0.2260933369398117}",0.01953,0.04688,0.76788,37.67,1.06e-04,292823
4000,0.41304,"{""ntp"": 0.19103766977787018, ""mtp"": 0.2220020741224289}",0.00391,0.06250,0.75619,35.32,1.00e-04,294057
