step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,1.26488,"{""ntp"": 0.9773402810096741, ""jepa_pertoken"": 0.1879575252532959, ""jepa_pooled"": 0.09958095103502274}",0.00000,0.34387,24.17,1.00e-03,134877
400,0.74948,"{""ntp"": 0.52816241979599, ""jepa_pertoken"": 0.1560441255569458, ""jepa_pooled"": 0.06527063250541687}",0.02734,0.45455,36.40,9.94e-04,138680
600,0.39646,"{""ntp"": 0.17120428383350372, ""jepa_pertoken"": 0.16434592008590698, ""jepa_pooled"": 0.060914047062397}",0.30859,0.56522,37.73,9.76e-04,139638
800,0.38919,"{""ntp"": 0.15510116517543793, ""jepa_pertoken"": 0.16758568584918976, ""jepa_pooled"": 0.06650391221046448}",0.33203,0.54150,44.23,9.46e-04,140073
1000,0.32080,"{""ntp"": 0.105924591422081, ""jepa_pertoken"": 0.15549692511558533, ""jepa_pooled"": 0.059379883110523224}",0.34766,0.54545,47.29,9.05e-04,140228
1200,0.31900,"{""ntp"": 0.10560546815395355, ""jepa_pertoken"": 0.1544795036315918, ""jepa_pooled"": 0.05891995504498482}",0.41016,0.55731,50.40,8.55e-04,140314
1400,0.31851,"{""ntp"": 0.10554306954145432, ""jepa_pertoken"": 0.15345056354999542, ""jepa_pooled"": 0.059513770043849945}",0.44531,0.62846,52.13,7.96e-04,140430
1600,0.30073,"{""ntp"": 0.09781863540410995, ""jepa_pertoken"": 0.14811193943023682, ""jepa_pooled"": 0.054798442870378494}",0.46875,0.63636,52.31,7.31e-04,140562
1800,0.28878,"{""ntp"": 0.08961544185876846, ""jepa_pertoken"": 0.14651139080524445, ""jepa_pooled"": 0.052653707563877106}",0.44141,0.61265,55.05,6.60e-04,140677
2000,0.26945,"{""ntp"": 0.07133430242538452, ""jepa_pertoken"": 0.14455434679985046, ""jepa_pooled"": 0.05356120318174362}",0.54297,0.68775,55.20,5.87e-04,140752
2200,0.26798,"{""ntp"": 0.06741222739219666, ""jepa_pertoken"": 0.14596441388130188, ""jepa_pooled"": 0.05460621044039726}",0.58203,0.73518,56.80,5.13e-04,140826
2400,0.26552,"{""ntp"": 0.06832364946603775, ""jepa_pertoken"": 0.14397220313549042, ""jepa_pooled"": 0.05322795361280441}",0.56250,0.70751,57.49,4.40e-04,140868
2600,0.26399,"{""ntp"": 0.07024037837982178, ""jepa_pertoken"": 0.14280088245868683, ""jepa_pooled"": 0.05095095932483673}",0.56641,0.71146,57.13,3.69e-04,140914
2800,0.25847,"{""ntp"": 0.06484850496053696, ""jepa_pertoken"": 0.14278669655323029, ""jepa_pooled"": 0.0508333295583725}",0.57031,0.67984,58.40,3.04e-04,140974
3000,0.25437,"{""ntp"": 0.06491560488939285, ""jepa_pertoken"": 0.1407952904701233, ""jepa_pooled"": 0.04866332933306694}",0.62891,0.71542,57.20,2.45e-04,140991
3200,0.24524,"{""ntp"": 0.05731915682554245, ""jepa_pertoken"": 0.14029349386692047, ""jepa_pooled"": 0.04762983322143555}",0.61719,0.70751,56.99,1.95e-04,141015
3400,0.24106,"{""ntp"": 0.05147729441523552, ""jepa_pertoken"": 0.14064373075962067, ""jepa_pooled"": 0.048942916095256805}",0.59766,0.69565,57.02,1.54e-04,141032
3600,0.24826,"{""ntp"": 0.061365820467472076, ""jepa_pertoken"": 0.13873419165611267, ""jepa_pooled"": 0.04816117137670517}",0.63672,0.73518,57.01,1.24e-04,141040
3800,0.24001,"{""ntp"": 0.05278348922729492, ""jepa_pertoken"": 0.13904990255832672, ""jepa_pooled"": 0.04818126559257507}",0.61328,0.67984,56.04,1.06e-04,141058
4000,0.24156,"{""ntp"": 0.05465129762887955, ""jepa_pertoken"": 0.13935518264770508, ""jepa_pooled"": 0.047549135982990265}",0.60547,0.71146,56.45,1.00e-04,141100
