step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,1.10019,"{""ntp"": 0.7203614115715027, ""jepa_pooled"": 0.37982767820358276}",0.00781,0.34902,23.07,1.00e-03,244009
400,0.54726,"{""ntp"": 0.1760709285736084, ""jepa_pooled"": 0.3711908757686615}",0.23828,0.46275,30.05,9.94e-04,254901
600,0.49985,"{""ntp"": 0.13869236409664154, ""jepa_pooled"": 0.3611578047275543}",0.28906,0.52941,34.88,9.76e-04,260787
800,0.50752,"{""ntp"": 0.1499437540769577, ""jepa_pooled"": 0.35757195949554443}",0.33594,0.57647,37.17,9.46e-04,262088
1000,0.48614,"{""ntp"": 0.13228543102741241, ""jepa_pooled"": 0.3538571000099182}",0.34375,0.52549,39.20,9.05e-04,262228
1200,0.48516,"{""ntp"": 0.12187981605529785, ""jepa_pooled"": 0.36327552795410156}",0.37109,0.56863,42.19,8.55e-04,263740
1400,0.46964,"{""ntp"": 0.08939797431230545, ""jepa_pooled"": 0.38024139404296875}",0.40625,0.56471,43.89,7.96e-04,264632
1600,0.50037,"{""ntp"": 0.08839351683855057, ""jepa_pooled"": 0.41197723150253296}",0.44922,0.62745,45.51,7.31e-04,264972
1800,0.52674,"{""ntp"": 0.07643400877714157, ""jepa_pooled"": 0.45030564069747925}",0.53125,0.69412,47.08,6.60e-04,267571
2000,0.56618,"{""ntp"": 0.07177897542715073, ""jepa_pooled"": 0.49440497159957886}",0.50391,0.63922,48.43,5.87e-04,269887
2200,0.60259,"{""ntp"": 0.06527721136808395, ""jepa_pooled"": 0.5373177528381348}",0.60547,0.72941,49.87,5.13e-04,271387
2400,0.65156,"{""ntp"": 0.06346004456281662, ""jepa_pooled"": 0.5880958437919617}",0.57812,0.68627,51.85,4.40e-04,272941
2600,0.68492,"{""ntp"": 0.054707400500774384, ""jepa_pooled"": 0.6302137970924377}",0.56641,0.67059,52.70,3.69e-04,273797
2800,0.73639,"{""ntp"": 0.06331565231084824, ""jepa_pooled"": 0.6730766296386719}",0.62500,0.72157,53.13,3.04e-04,274126
3000,0.76679,"{""ntp"": 0.05946095287799835, ""jepa_pooled"": 0.7073252201080322}",0.62109,0.71373,54.64,2.45e-04,275484
3200,0.79379,"{""ntp"": 0.05215074494481087, ""jepa_pooled"": 0.7416363954544067}",0.59766,0.70588,55.03,1.95e-04,275961
3400,0.81774,"{""ntp"": 0.050162408500909805, ""jepa_pooled"": 0.7675744891166687}",0.63281,0.70980,54.21,1.54e-04,276683
3600,0.83237,"{""ntp"": 0.04660387337207794, ""jepa_pooled"": 0.7857699394226074}",0.64844,0.72549,55.30,1.24e-04,277142
3800,0.85414,"{""ntp"": 0.05012902244925499, ""jepa_pooled"": 0.8040158748626709}",0.65625,0.73725,54.86,1.06e-04,276749
4000,0.86714,"{""ntp"": 0.043060749769210815, ""jepa_pooled"": 0.8240765333175659}",0.66406,0.75294,55.07,1.00e-04,276722
