step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,4.03237,"{""ntp"": 2.6364781856536865, ""backchain"": 1.395895004272461, ""bc_g"": 2.6767289638519287, ""bc_a"": 0.11506116390228271}",0.00000,0.03906,10.01,1.00e-03,133709
400,3.43552,"{""ntp"": 2.1250739097595215, ""backchain"": 1.3104486465454102, ""bc_g"": 2.480950117111206, ""bc_a"": 0.1399470865726471}",0.00000,0.03906,18.32,9.94e-04,135861
600,3.34374,"{""ntp"": 2.066777467727661, ""backchain"": 1.2769579887390137, ""bc_g"": 2.399651288986206, ""bc_a"": 0.1542646586894989}",0.00000,0.08203,21.99,9.76e-04,136283
800,3.19463,"{""ntp"": 1.9679862260818481, ""backchain"": 1.2266441583633423, ""bc_g"": 2.299530506134033, ""bc_a"": 0.15375785529613495}",0.00000,0.05469,17.04,9.46e-04,143784
1000,3.10193,"{""ntp"": 1.9121980667114258, ""backchain"": 1.1897304058074951, ""bc_g"": 2.231456756591797, ""bc_a"": 0.1480039358139038}",0.00000,0.03906,14.07,9.05e-04,154388
1200,3.01895,"{""ntp"": 1.8638055324554443, ""backchain"": 1.1551433801651, ""bc_g"": 2.1697826385498047, ""bc_a"": 0.14050421118736267}",0.00000,0.07031,8.93,8.55e-04,154855
1400,3.04553,"{""ntp"": 1.8823301792144775, ""backchain"": 1.1632013320922852, ""bc_g"": 2.205608606338501, ""bc_a"": 0.12079417705535889}",0.00000,0.06250,7.84,7.96e-04,154977
1600,2.96815,"{""ntp"": 1.8414713144302368, ""backchain"": 1.1266775131225586, ""bc_g"": 2.149094343185425, ""bc_a"": 0.10426079481840134}",0.00000,0.05469,6.42,7.31e-04,155186
1800,2.99235,"{""ntp"": 1.861931562423706, ""backchain"": 1.1304148435592651, ""bc_g"": 2.177952289581299, ""bc_a"": 0.08287739753723145}",0.00000,0.07812,3.43,6.60e-04,154670
2000,2.93191,"{""ntp"": 1.8304492235183716, ""backchain"": 1.101462960243225, ""bc_g"": 2.1384732723236084, ""bc_a"": 0.06445269286632538}",0.00000,0.04688,2.79,5.87e-04,158875
2200,2.83615,"{""ntp"": 1.7735241651535034, ""backchain"": 1.0626293420791626, ""bc_g"": 2.06962513923645, ""bc_a"": 0.05563351511955261}",0.00000,0.04297,2.49,5.13e-04,163145
2400,2.87722,"{""ntp"": 1.8011013269424438, ""backchain"": 1.0761138200759888, ""bc_g"": 2.0997581481933594, ""bc_a"": 0.05246947333216667}",0.00000,0.03125,2.04,4.40e-04,166909
2600,2.85278,"{""ntp"": 1.7848788499832153, ""backchain"": 1.0678964853286743, ""bc_g"": 2.0874133110046387, ""bc_a"": 0.04837973043322563}",0.00000,0.07031,2.04,3.69e-04,170222
2800,2.80582,"{""ntp"": 1.7572585344314575, ""backchain"": 1.048563838005066, ""bc_g"": 2.052135705947876, ""bc_a"": 0.04499194771051407}",0.00000,0.05078,1.95,3.04e-04,173144
3000,2.82323,"{""ntp"": 1.7676689624786377, ""backchain"": 1.0555567741394043, ""bc_g"": 2.0685904026031494, ""bc_a"": 0.04252307862043381}",0.00000,0.04688,1.93,2.45e-04,175815
3200,2.79033,"{""ntp"": 1.7499102354049683, ""backchain"": 1.0404242277145386, ""bc_g"": 2.0401129722595215, ""bc_a"": 0.04073546081781387}",0.00000,0.06641,1.81,1.95e-04,178224
3400,2.76878,"{""ntp"": 1.7362020015716553, ""backchain"": 1.0325772762298584, ""bc_g"": 2.0273239612579346, ""bc_a"": 0.03783068805932999}",0.00000,0.04688,1.89,1.54e-04,180345
3600,2.77089,"{""ntp"": 1.7393438816070557, ""backchain"": 1.0315431356430054, ""bc_g"": 2.0251269340515137, ""bc_a"": 0.03795941546559334}",0.00000,0.04297,1.84,1.24e-04,182336
3800,2.77462,"{""ntp"": 1.7410553693771362, ""backchain"": 1.0335642099380493, ""bc_g"": 2.0305538177490234, ""bc_a"": 0.03657456859946251}",0.00000,0.09375,1.74,1.06e-04,184198
4000,2.76434,"{""ntp"": 1.732216477394104, ""backchain"": 1.0321217775344849, ""bc_g"": 2.0250909328460693, ""bc_a"": 0.039152733981609344}",0.00000,0.05078,1.82,1.00e-04,185873
