step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,2.43901,"{""ntp"": 2.2475717067718506, ""jepa_pertoken"": 0.1914350837469101}",0.00000,0.03125,25.25,1.00e-03,206189
400,2.15902,"{""ntp"": 2.0651142597198486, ""jepa_pertoken"": 0.09390178322792053}",0.00000,0.07422,31.58,9.94e-04,211384
600,2.09702,"{""ntp"": 2.0153443813323975, ""jepa_pertoken"": 0.08167458325624466}",0.00000,0.07031,37.82,9.76e-04,218312
800,1.99612,"{""ntp"": 1.922402024269104, ""jepa_pertoken"": 0.07371634244918823}",0.00000,0.03906,40.30,9.46e-04,218685
1000,1.98489,"{""ntp"": 1.9201910495758057, ""jepa_pertoken"": 0.06470028311014175}",0.00000,0.05859,43.41,9.05e-04,220575
1200,1.94491,"{""ntp"": 1.8805673122406006, ""jepa_pertoken"": 0.06434333324432373}",0.00000,0.04297,39.47,8.55e-04,223412
1400,1.91526,"{""ntp"": 1.8550082445144653, ""jepa_pertoken"": 0.06025361642241478}",0.00000,0.04688,44.86,7.96e-04,221435
1600,1.89884,"{""ntp"": 1.8403230905532837, ""jepa_pertoken"": 0.05851436033844948}",0.00000,0.07812,41.83,7.31e-04,221852
1800,1.89246,"{""ntp"": 1.8386825323104858, ""jepa_pertoken"": 0.05378178507089615}",0.00000,0.05859,42.04,6.60e-04,224919
2000,1.87488,"{""ntp"": 1.8210031986236572, ""jepa_pertoken"": 0.05387279391288757}",0.00000,0.06250,31.80,5.87e-04,228537
2200,1.84197,"{""ntp"": 1.7868841886520386, ""jepa_pertoken"": 0.05508765950798988}",0.00000,0.05078,35.94,5.13e-04,227880
2400,1.83873,"{""ntp"": 1.776476502418518, ""jepa_pertoken"": 0.062249477952718735}",0.00000,0.06250,22.82,4.40e-04,226965
2600,0.84094,"{""ntp"": 0.5954413414001465, ""jepa_pertoken"": 0.24549821019172668}",0.13281,0.16797,52.94,3.69e-04,229564
2800,0.58169,"{""ntp"": 0.37564870715141296, ""jepa_pertoken"": 0.20603811740875244}",0.17969,0.18750,12.03,3.04e-04,228498
3000,0.51619,"{""ntp"": 0.34676074981689453, ""jepa_pertoken"": 0.1694294959306717}",0.21484,0.21484,12.61,2.45e-04,230571
3200,0.49096,"{""ntp"": 0.3325193226337433, ""jepa_pertoken"": 0.15843574702739716}",0.20312,0.20312,30.79,1.95e-04,231487
3400,0.44796,"{""ntp"": 0.3109760284423828, ""jepa_pertoken"": 0.13698478043079376}",0.18750,0.18750,10.32,1.54e-04,230992
3600,0.43228,"{""ntp"": 0.3031023442745209, ""jepa_pertoken"": 0.1291826069355011}",0.20703,0.20703,7.88,1.24e-04,230212
3800,0.41837,"{""ntp"": 0.2971508800983429, ""jepa_pertoken"": 0.12122151255607605}",0.22266,0.22266,8.74,1.06e-04,229717
4000,0.39332,"{""ntp"": 0.27827927470207214, ""jepa_pertoken"": 0.11504559963941574}",0.21484,0.21484,13.68,1.00e-04,229291
