step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
400,6.09946,"{""ntp"": 2.0681681632995605, ""backchain"": 4.0312910079956055, ""bc_g"": 2.3900058269500732, ""bc_m"": 3.217869758605957, ""bc_a"": 2.4547064304351807}",0.00000,0.05859,47.50,1.00e-03,63250
800,2.51755,"{""ntp"": 0.4191441237926483, ""backchain"": 2.0984067916870117, ""bc_g"": 0.03529956564307213, ""bc_m"": 3.005582571029663, ""bc_a"": 1.1559312343597412}",0.19141,0.19531,21.53,1.00e-03,63506
1200,2.15648,"{""ntp"": 0.3664380609989166, ""backchain"": 1.7900450229644775, ""bc_g"": 0.007739279419183731, ""bc_m"": 2.769853353500366, ""bc_a"": 0.8024973273277283}",0.22266,0.22266,3.50,1.00e-03,63543
1600,1.69554,"{""ntp"": 0.3010195791721344, ""backchain"": 1.394521713256836, ""bc_g"": 0.004609335213899612, ""bc_m"": 2.116504192352295, ""bc_a"": 0.6679298281669617}",0.23828,0.23828,1.95,1.00e-03,63528
2000,1.55044,"{""ntp"": 0.28963905572891235, ""backchain"": 1.2607976198196411, ""bc_g"": 0.0020376539323478937, ""bc_m"": 1.9408926963806152, ""bc_a"": 0.5786648988723755}",0.19922,0.19922,1.44,1.00e-03,63503
2400,1.38201,"{""ntp"": 0.25649961829185486, ""backchain"": 1.12550950050354, ""bc_g"": 0.0020250550005584955, ""bc_m"": 1.6225651502609253, ""bc_a"": 0.6264289617538452}",0.19922,0.19922,1.22,1.00e-03,63467
2800,1.37458,"{""ntp"": 0.26198768615722656, ""backchain"": 1.1125884056091309, ""bc_g"": 0.0006573288119398057, ""bc_m"": 1.5796465873718262, ""bc_a"": 0.6448728442192078}",0.18750,0.18750,1.15,1.00e-03,63449
3200,1.36225,"{""ntp"": 0.25638967752456665, ""backchain"": 1.1058614253997803, ""bc_g"": 0.000837820814922452, ""bc_m"": 1.5506671667099, ""bc_a"": 0.6602179408073425}",0.22266,0.22266,1.11,1.00e-03,63426
3600,1.36044,"{""ntp"": 0.2524624466896057, ""backchain"": 1.1079756021499634, ""bc_g"": 0.0010080588981509209, ""bc_m"": 1.5123668909072876, ""bc_a"": 0.702576220035553}",0.23047,0.23047,1.08,1.00e-03,63406
4000,1.37451,"{""ntp"": 0.2514675259590149, ""backchain"": 1.123044490814209, ""bc_g"": 0.0005769378039985895, ""bc_m"": 1.5114161968231201, ""bc_a"": 0.7340957522392273}",0.16016,0.16016,1.05,1.00e-03,63393
4400,1.38265,"{""ntp"": 0.25198623538017273, ""backchain"": 1.130667805671692, ""bc_g"": 0.0006513507105410099, ""bc_m"": 1.4684723615646362, ""bc_a"": 0.7922118306159973}",0.18750,0.18750,1.04,1.00e-03,63379
4800,1.39804,"{""ntp"": 0.25327068567276, ""backchain"": 1.1447665691375732, ""bc_g"": 0.0003295453207101673, ""bc_m"": 1.4614503383636475, ""bc_a"": 0.8277533650398254}",0.17578,0.17578,1.04,1.00e-03,63365
5200,1.39394,"{""ntp"": 0.2548705041408539, ""backchain"": 1.1390690803527832, ""bc_g"": 0.00028981355717405677, ""bc_m"": 1.3982287645339966, ""bc_a"": 0.8796196579933167}",0.23047,0.23047,1.03,1.00e-03,63357
5600,1.39755,"{""ntp"": 0.2513168752193451, ""backchain"": 1.1462305784225464, ""bc_g"": 0.00027545864577405155, ""bc_m"": 1.3671975135803223, ""bc_a"": 0.9249881505966187}",0.21094,0.21094,1.03,1.00e-03,63351
6000,1.37969,"{""ntp"": 0.2520083785057068, ""backchain"": 1.127685546875, ""bc_g"": 0.0005892445333302021, ""bc_m"": 1.284034013748169, ""bc_a"": 0.9707478284835815}",0.24219,0.24219,1.03,1.00e-03,63339
6400,1.33509,"{""ntp"": 0.24027769267559052, ""backchain"": 1.0948097705841064, ""bc_g"": 0.0011669207597151399, ""bc_m"": 1.1666748523712158, ""bc_a"": 1.021777868270874}",0.18750,0.18750,1.03,1.00e-03,63332
