step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,0.81204,"{""ntp"": 0.7797971963882446, ""jepa_pooled"": 0.032244715839624405}",0.00781,0.28458,23.88,1.00e-03,264383
400,0.31279,"{""ntp"": 0.2649899423122406, ""jepa_pooled"": 0.04780484363436699}",0.14844,0.50988,30.47,9.94e-04,275636
600,0.23181,"{""ntp"": 0.15469886362552643, ""jepa_pooled"": 0.07710838317871094}",0.28125,0.51383,34.84,9.76e-04,278875
800,0.24740,"{""ntp"": 0.15527647733688354, ""jepa_pooled"": 0.092122383415699}",0.28125,0.55336,37.28,9.46e-04,280101
1000,0.21137,"{""ntp"": 0.11851057410240173, ""jepa_pooled"": 0.09286319464445114}",0.37891,0.56522,37.51,9.05e-04,280687
1200,0.19213,"{""ntp"": 0.10109328478574753, ""jepa_pooled"": 0.09103637933731079}",0.42578,0.56522,37.81,8.55e-04,283221
1400,0.18083,"{""ntp"": 0.09187761694192886, ""jepa_pooled"": 0.08895371109247208}",0.47656,0.60870,39.36,7.96e-04,283586
1600,0.17225,"{""ntp"": 0.08346422016620636, ""jepa_pooled"": 0.08878087252378464}",0.48828,0.66403,39.67,7.31e-04,283380
1800,0.17163,"{""ntp"": 0.08502750843763351, ""jepa_pooled"": 0.08660166710615158}",0.49219,0.64822,40.60,6.60e-04,283210
2000,0.15574,"{""ntp"": 0.07218844443559647, ""jepa_pooled"": 0.08354968577623367}",0.56250,0.71937,40.55,5.87e-04,283580
2200,0.14830,"{""ntp"": 0.0664236769080162, ""jepa_pooled"": 0.081881083548069}",0.62891,0.73913,41.37,5.13e-04,282732
2400,0.13858,"{""ntp"": 0.059158604592084885, ""jepa_pooled"": 0.07942013442516327}",0.55859,0.71146,41.95,4.40e-04,281752
2600,0.14226,"{""ntp"": 0.06387148052453995, ""jepa_pooled"": 0.07839231938123703}",0.58984,0.72727,41.23,3.69e-04,281023
2800,0.13981,"{""ntp"": 0.06345716863870621, ""jepa_pooled"": 0.07635336369276047}",0.64062,0.73123,41.54,3.04e-04,280219
3000,0.13193,"{""ntp"": 0.057091958820819855, ""jepa_pooled"": 0.07483357191085815}",0.66016,0.77075,41.72,2.45e-04,279904
3200,0.13007,"{""ntp"": 0.05702023580670357, ""jepa_pooled"": 0.07304668426513672}",0.66016,0.74308,41.59,1.95e-04,279395
3400,0.12260,"{""ntp"": 0.05029800534248352, ""jepa_pooled"": 0.07230504602193832}",0.67188,0.73913,41.58,1.54e-04,279020
3600,0.12571,"{""ntp"": 0.055036384612321854, ""jepa_pooled"": 0.07067152857780457}",0.67969,0.75494,41.08,1.24e-04,278492
3800,0.12598,"{""ntp"": 0.056063320487737656, ""jepa_pooled"": 0.06992141902446747}",0.66797,0.73913,41.03,1.06e-04,278137
4000,0.12545,"{""ntp"": 0.05701535567641258, ""jepa_pooled"": 0.06843767315149307}",0.65625,0.75099,41.16,1.00e-04,277638
