step,loss,loss_parts,embed_acc,perm_valid,edge_f1,erank_last,lr,tok_per_s
200,1.10510,"{""ntp"": 1.105096459388733}",0.00000,0.00000,0.06156,2.45,1.00e-03,211115
400,0.89750,"{""ntp"": 0.8974952697753906}",0.00000,0.26562,0.13925,3.15,9.94e-04,225096
600,0.80134,"{""ntp"": 0.8013368844985962}",0.00000,0.96875,0.12132,3.95,9.76e-04,234938
800,0.71482,"{""ntp"": 0.7148241996765137}",0.00000,0.87891,0.14224,6.60,9.46e-04,235836
1000,0.66348,"{""ntp"": 0.6634771227836609}",0.00000,0.89062,0.14112,7.64,9.05e-04,236377
1200,0.65197,"{""ntp"": 0.6519693732261658}",0.00000,0.94922,0.14078,7.67,8.55e-04,236780
1400,0.63229,"{""ntp"": 0.6322929263114929}",0.00000,0.98438,0.14876,7.31,7.96e-04,237109
1600,0.62946,"{""ntp"": 0.6294587254524231}",0.00000,0.96484,0.15046,7.93,7.31e-04,237426
1800,0.61816,"{""ntp"": 0.6181561946868896}",0.00000,0.96094,0.14576,8.41,6.60e-04,237583
2000,0.61083,"{""ntp"": 0.6108322143554688}",0.00000,0.96875,0.14801,7.97,5.87e-04,237734
2200,0.60701,"{""ntp"": 0.6070104837417603}",0.00000,0.95703,0.14643,8.22,5.13e-04,238239
2400,0.60495,"{""ntp"": 0.6049516797065735}",0.00000,0.98438,0.14466,8.35,4.40e-04,238702
2600,0.59173,"{""ntp"": 0.5917291641235352}",0.00000,0.78125,0.14195,8.49,3.69e-04,242050
2800,0.59101,"{""ntp"": 0.5910072326660156}",0.00000,0.99609,0.14635,8.16,3.04e-04,243535
3000,0.59674,"{""ntp"": 0.5967390537261963}",0.00000,0.96094,0.14724,8.13,2.45e-04,245446
3200,0.58980,"{""ntp"": 0.5897953510284424}",0.00000,1.00000,0.14533,8.05,1.95e-04,244878
3400,0.58689,"{""ntp"": 0.5868924856185913}",0.00000,0.98438,0.14018,8.17,1.54e-04,244430
3600,0.58422,"{""ntp"": 0.5842194557189941}",0.00000,0.98438,0.14922,8.08,1.24e-04,243989
3800,0.57998,"{""ntp"": 0.5799832344055176}",0.00000,1.00000,0.14271,8.04,1.06e-04,243597
4000,0.57864,"{""ntp"": 0.5786359310150146}",0.00000,0.98438,0.13734,8.06,1.00e-04,242984
