step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,1.22272,"{""ntp"": 0.9454939365386963, ""jepa_pertoken"": 0.18243162333965302, ""jepa_pooled"": 0.0947912186384201}",0.00000,0.28854,26.86,1.00e-03,267074
400,0.52595,"{""ntp"": 0.2851087749004364, ""jepa_pertoken"": 0.16888101398944855, ""jepa_pooled"": 0.07195579260587692}",0.18750,0.44269,33.97,9.94e-04,279883
600,0.39652,"{""ntp"": 0.14904184639453888, ""jepa_pertoken"": 0.17042601108551025, ""jepa_pooled"": 0.07704771310091019}",0.33594,0.54545,38.69,9.76e-04,284559
800,0.37005,"{""ntp"": 0.13696913421154022, ""jepa_pertoken"": 0.16098368167877197, ""jepa_pooled"": 0.07209812104701996}",0.35938,0.50198,43.58,9.46e-04,286499
1000,0.34817,"{""ntp"": 0.1252164989709854, ""jepa_pertoken"": 0.15439869463443756, ""jepa_pooled"": 0.0685538649559021}",0.43750,0.59289,47.39,9.05e-04,287426
1200,0.32681,"{""ntp"": 0.09823711216449738, ""jepa_pertoken"": 0.15681390464305878, ""jepa_pooled"": 0.07175813615322113}",0.46875,0.64032,48.62,8.55e-04,287442
1400,0.31251,"{""ntp"": 0.10214491933584213, ""jepa_pertoken"": 0.1485273241996765, ""jepa_pooled"": 0.06183534488081932}",0.51953,0.62846,51.28,7.96e-04,287440
1600,0.29742,"{""ntp"": 0.08805480599403381, ""jepa_pertoken"": 0.14744777977466583, ""jepa_pooled"": 0.06191733852028847}",0.50781,0.60870,52.53,7.31e-04,287376
1800,0.28729,"{""ntp"": 0.07889509201049805, ""jepa_pertoken"": 0.14715684950351715, ""jepa_pooled"": 0.06124038249254227}",0.51953,0.62846,54.50,6.60e-04,287396
2000,0.28236,"{""ntp"": 0.07712095975875854, ""jepa_pertoken"": 0.1455177664756775, ""jepa_pooled"": 0.05972620099782944}",0.49609,0.61265,54.90,5.87e-04,287226
2200,0.27353,"{""ntp"": 0.07337527722120285, ""jepa_pertoken"": 0.14335981011390686, ""jepa_pooled"": 0.056798674166202545}",0.54688,0.63636,55.50,5.13e-04,287036
2400,0.27260,"{""ntp"": 0.0740949958562851, ""jepa_pertoken"": 0.14263813197612762, ""jepa_pooled"": 0.05586221069097519}",0.57031,0.66403,56.66,4.40e-04,286736
2600,0.26973,"{""ntp"": 0.07408452033996582, ""jepa_pertoken"": 0.14061634242534637, ""jepa_pooled"": 0.05502548813819885}",0.56641,0.65613,56.04,3.69e-04,286644
2800,0.25485,"{""ntp"": 0.058078210800886154, ""jepa_pertoken"": 0.14097487926483154, ""jepa_pooled"": 0.05579577386379242}",0.55469,0.62451,56.61,3.04e-04,286611
3000,0.25688,"{""ntp"": 0.06348257511854172, ""jepa_pertoken"": 0.13927562534809113, ""jepa_pooled"": 0.05411804839968681}",0.56641,0.67194,56.16,2.45e-04,286713
3200,0.25031,"{""ntp"": 0.0591280460357666, ""jepa_pertoken"": 0.13802391290664673, ""jepa_pooled"": 0.053153909742832184}",0.59766,0.68775,56.85,1.95e-04,270436
3400,0.25380,"{""ntp"": 0.06210227310657501, ""jepa_pertoken"": 0.13838501274585724, ""jepa_pooled"": 0.05331028625369072}",0.60156,0.67984,56.21,1.54e-04,256654
3600,0.24055,"{""ntp"": 0.05036609247326851, ""jepa_pertoken"": 0.13777443766593933, ""jepa_pooled"": 0.052404724061489105}",0.62891,0.71146,55.99,1.24e-04,245375
3800,0.24452,"{""ntp"": 0.05638992786407471, ""jepa_pertoken"": 0.1368359625339508, ""jepa_pooled"": 0.051291704177856445}",0.61328,0.67589,55.41,1.06e-04,236126
4000,0.24260,"{""ntp"": 0.05336073040962219, ""jepa_pertoken"": 0.13784918189048767, ""jepa_pooled"": 0.05139465630054474}",0.62109,0.69565,54.92,1.00e-04,228355
