step,loss,loss_parts,path_acc,decision_acc,erank_last,lr,tok_per_s
200,2.34341,"{""ntp"": 2.236276865005493, ""jepa_pertoken"": 0.06755721569061279, ""jepa_pooled"": 0.03957200050354004}",0.00000,0.02344,25.07,1.00e-03,185695
400,2.18292,"{""ntp"": 2.106614589691162, ""jepa_pertoken"": 0.05112193524837494, ""jepa_pooled"": 0.025180647149682045}",0.00000,0.05859,29.07,9.94e-04,194242
600,2.08714,"{""ntp"": 2.025573253631592, ""jepa_pertoken"": 0.0417407788336277, ""jepa_pooled"": 0.019821198657155037}",0.00000,0.04297,32.69,9.76e-04,194887
800,2.07021,"{""ntp"": 2.0151913166046143, ""jepa_pertoken"": 0.03747040778398514, ""jepa_pooled"": 0.017544521018862724}",0.00000,0.03906,33.47,9.46e-04,195709
1000,2.00695,"{""ntp"": 1.9537001848220825, ""jepa_pertoken"": 0.0363658145070076, ""jepa_pooled"": 0.016882985830307007}",0.00000,0.05078,33.77,9.05e-04,196327
1200,2.00683,"{""ntp"": 1.954063057899475, ""jepa_pertoken"": 0.03645465150475502, ""jepa_pooled"": 0.01631683111190796}",0.00000,0.04688,35.63,8.55e-04,196823
1400,2.01129,"{""ntp"": 1.9635413885116577, ""jepa_pertoken"": 0.03326115384697914, ""jepa_pooled"": 0.0144828911870718}",0.00000,0.05078,33.30,7.96e-04,197129
1600,1.95704,"{""ntp"": 1.9103361368179321, ""jepa_pertoken"": 0.03274744004011154, ""jepa_pooled"": 0.013954785652458668}",0.00000,0.05469,34.99,7.31e-04,198340
1800,0.70732,"{""ntp"": 0.5228978991508484, ""jepa_pertoken"": 0.12759599089622498, ""jepa_pooled"": 0.05682513490319252}",0.14453,0.14453,37.30,6.60e-04,199471
2000,0.54774,"{""ntp"": 0.4266931712627411, ""jepa_pertoken"": 0.08522862195968628, ""jepa_pooled"": 0.035820379853248596}",0.17188,0.18359,31.64,5.87e-04,200335
2200,0.48645,"{""ntp"": 0.39096930623054504, ""jepa_pertoken"": 0.06613606959581375, ""jepa_pooled"": 0.0293489471077919}",0.17969,0.18359,28.32,5.13e-04,201319
2400,0.41928,"{""ntp"": 0.3200579583644867, ""jepa_pertoken"": 0.06706658750772476, ""jepa_pooled"": 0.03215379640460014}",0.19922,0.19922,33.75,4.40e-04,201781
2600,0.39995,"{""ntp"": 0.3134804368019104, ""jepa_pertoken"": 0.05799584835767746, ""jepa_pooled"": 0.028470585122704506}",0.20312,0.20312,32.56,3.69e-04,203231
2800,0.35706,"{""ntp"": 0.27825257182121277, ""jepa_pertoken"": 0.052783019840717316, ""jepa_pooled"": 0.02602277882397175}",0.22266,0.22266,30.98,3.04e-04,203924
3000,0.34850,"{""ntp"": 0.2735367715358734, ""jepa_pertoken"": 0.05107904225587845, ""jepa_pooled"": 0.023882396519184113}",0.19531,0.19531,36.11,2.45e-04,206396
3200,0.36306,"{""ntp"": 0.2941206395626068, ""jepa_pertoken"": 0.047332245856523514, ""jepa_pooled"": 0.021604031324386597}",0.17969,0.17969,31.36,1.95e-04,206668
3400,0.31943,"{""ntp"": 0.25417110323905945, ""jepa_pertoken"": 0.044596053659915924, ""jepa_pooled"": 0.02065937966108322}",0.20312,0.20312,37.29,1.54e-04,209181
3600,0.32346,"{""ntp"": 0.26224738359451294, ""jepa_pertoken"": 0.041891131550073624, ""jepa_pooled"": 0.019320515915751457}",0.19922,0.19922,35.26,1.24e-04,210215
3800,0.31493,"{""ntp"": 0.2546314597129822, ""jepa_pertoken"": 0.04159725457429886, ""jepa_pooled"": 0.01869700290262699}",0.19531,0.19531,35.80,1.06e-04,210941
4000,0.32349,"{""ntp"": 0.2661246061325073, ""jepa_pertoken"": 0.03900747746229172, ""jepa_pooled"": 0.018360180780291557}",0.22266,0.22266,32.81,1.00e-04,212813
